"","recid","ASVAB_gs","ASVAB_ar","ASVAB_wk","ASVAB_pc","ASVAB_no","ASVAB_cs","ASVAB_asi","ASVAB_mk","ASVAB_mc","ASVAB_ei","RSE1_1980","RSE2_1980","RES3_1980","RES4_1980","RES5_1980","RES6_1980","RES7_1980","RES8_1980","RES9_1980","RES10_1980","ROSENBERG_SCORE_1980","ROTTER_1A_1979","ROTTER_1B_1979","ROTTER_2A_1979","ROTTER_2B_1979","ROTTER_3A_1979","ROTTER_3B_1979","ROTTER_4A_1979","ROTTER_4B_1979","ROTTER_SCORE_1979","med","nsib","race","male","nuclear","urban","moth_age_birth","income","cross_sction","sex","fed","yob","ageASVAB","ageRES","ageROTTER","acgrd_1","acgrd_2","acgrd_3","acgrd_4","acgrd_5","acgrd_6","acgrd_7","acgrd_8","acgrd_9","acgrd_10","acgrd_11","acgrd_12","acgrd_13","_merge"
"1691",4805,56,62,51,53,53,56,64,57,55,58,2,2,4,2,4,2,2,2,1,2,18,1,1,1,2,1,2,2,1,6,12,1,3,1,1,0,32,100.310699462891,1,1,8,1961,20,19,18,10,11,12,12,12,12,12,12,12,13,13,14,0,3
"1692",4809,36,39,38,29,39,34,46,41,38,39,2,2,3,2,3,2,2,3,3,3,20,1,2,2,1,1,2,1,2,11,8,7,3,0,1,1,34,16.7376499176025,1,2,11,1963,18,17,16,10,11,11,11,11,11,11,11,11,11,11,0,0,3
"1693",4812,58,66,60,59,62,72,53,66,63,60,2,2,4,2,3,2,2,2,2,2,18,1,2,1,1,1,1,2,2,6,12,0,3,0,1,1,15,65.9938812255859,1,2,16,1961,20,19,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"1694",4813,50,49,55,50,51,31,53,44,55,51,1,2,4,1,4,1,1,3,3,4,27,1,1,1,1,1,1,2,2,5,16,1,3,1,1,1,24,46.885612487793,1,1,16,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1695",4821,58,66,56,62,58,59,48,65,67,56,2,2,3,2,3,2,2,3,3,3,20,1,2,1,2,1,1,1,2,8,14,3,3,0,0,0,35,49.2255935668945,1,2,NA,1964,17,16,15,11,12,13,13,14,15,15,15,15,0,0,0,0,3
"1696",4824,50,50,56,59,49,50,44,58,50,39,1,1,4,1,4,2,2,3,2,3,24,1,1,2,2,2,2,2,2,9,12,3,3,0,1,1,33,47.0000228881836,1,2,8,1963,18,17,16,11,12,12,12,12,13,13,13,13,13,0,0,0,3
"1697",4828,54,58,56,62,51,55,57,63,57,65,1,1,4,2,2,2,2,3,2,4,22,1,2,2,2,1,1,2,2,8,13,4,3,1,1,1,20,68.6336364746094,1,1,17,1961,20,19,18,11,12,13,13,13,13,13,13,14,15,16,16,0,3
"1698",4829,60,62,57,59,53,49,66,60,61,68,2,2,3,2,3,2,2,3,3,3,20,1,2,1,1,1,2,1,1,9,13,4,3,1,1,1,21,73.1358032226562,1,1,18,1962,19,18,17,10,11,12,13,14,14,15,16,16,16,16,0,0,3
"1699",4830,50,66,56,56,52,53,53,66,55,60,1,2,4,2,4,2,2,3,2,3,22,1,2,2,2,2,1,2,2,11,13,4,3,1,1,1,23,52.1731376647949,1,1,16,1964,17,16,15,10,11,12,12,13,14,15,15,15,0,0,0,0,3
"1700",4831,54,61,59,62,44,45,49,65,55,63,1,2,4,2,3,2,2,3,4,3,23,2,2,2,2,1,1,1,2,10,13,4,3,1,1,0,23,91.9581146240234,1,1,16,1964,17,16,15,10,11,12,13,13,13,14,15,15,0,0,0,0,3
"1701",4834,54,43,57,59,42,45,60,38,67,58,1,1,4,1,4,1,2,2,4,3,26,1,1,2,1,1,1,2,2,8,12,5,3,1,0,0,23,52.7951049804688,1,1,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1702",4839,50,45,52,56,48,52,33,51,44,37,1,2,4,2,4,2,2,3,2,3,22,1,2,2,2,2,2,1,1,12,14,1,3,0,1,0,19,38.2225341796875,1,2,12,1964,17,16,15,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"1703",4840,54,62,55,53,57,57,51,68,57,56,1,2,4,2,3,1,1,4,3,4,26,2,2,2,2,1,1,1,2,10,12,2,3,1,0,0,36,15.0450792312622,1,1,10,1962,19,18,17,10,11,12,13,14,15,15,15,15,15,15,0,0,3
"1704",4841,62,57,55,47,61,61,53,58,52,60,2,2,3,2,3,2,2,3,3,3,20,1,1,1,1,1,1,2,2,5,12,2,3,0,1,0,20,65.9938812255859,1,2,13,1962,19,18,17,10,11,12,12,12,12,13,13,0,0,0,0,0,3
"1705",4842,46,54,51,41,61,69,49,49,48,34,1,1,4,1,4,2,1,3,2,3,25,1,2,2,2,1,1,1,2,9,12,2,3,0,1,0,21,16.7228584289551,1,2,13,1963,18,17,16,9,10,11,11,11,11,11,11,11,11,0,0,0,3
"1706",4843,52,49,48,53,46,47,55,43,50,58,2,2,3,2,3,2,2,2,2,3,18,2,1,2,2,2,1,1,1,15,11,3,3,1,1,0,23,39.6075172424316,1,1,12,1964,17,16,15,11,12,12,12,12,12,0,0,0,0,0,0,0,3
"1707",4844,44,38,39,44,50,49,37,46,48,42,2,2,4,2,4,2,1,2,2,3,21,2,2,2,2,1,1,1,2,10,12,1,3,0,1,1,18,62.4976615905762,1,2,12,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"1708",4849,44,46,54,44,48,37,44,41,42,46,2,2,3,2,3,2,2,2,3,3,19,2,1,1,2,1,1,1,1,11,12,3,3,0,1,1,20,37.877368927002,1,2,10,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"1709",4850,42,38,33,29,47,37,44,41,38,46,1,2,3,2,2,2,2,2,2,2,17,2,2,2,2,1,2,2,2,10,12,3,3,1,1,0,21,32.3221054077148,1,1,10,1964,17,16,15,10,11,12,12,12,12,12,12,12,0,0,0,0,3
"1710",4852,32,36,31,35,54,50,37,38,42,44,2,2,3,2,2,3,2,2,2,2,15,2,1,2,1,1,1,1,1,13,11,5,3,0,1,1,35,37.0802803039551,1,2,8,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"1711",4853,46,47,48,59,42,43,35,48,33,37,3,2,3,3,3,3,3,2,2,2,13,2,2,2,1,1,2,1,1,13,9,4,3,0,0,0,32,15.5287704467773,1,2,9,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1712",4854,54,65,56,50,36,31,55,48,53,56,2,2,3,2,3,2,2,2,2,2,17,1,1,1,2,2,2,1,2,9,12,3,3,1,0,0,19,36.0220184326172,1,1,NA,1962,19,18,17,11,12,13,13,14,14,14,14,14,14,14,0,0,3
"1713",4855,40,58,47,47,52,58,40,60,48,42,2,2,3,1,3,2,2,3,2,3,20,2,2,2,1,1,2,1,2,12,12,3,3,1,0,0,21,14.5061988830566,1,1,NA,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"1714",4856,62,59,55,56,61,55,58,54,59,51,1,1,4,1,4,1,1,4,2,4,28,1,2,2,2,1,1,1,1,10,12,1,3,1,1,1,25,53.4061813354492,1,1,12,1962,19,18,17,10,11,12,13,14,14,14,14,14,14,14,0,0,3
"1715",4860,54,43,43,35,41,27,58,43,44,44,2,2,3,2,3,2,2,2,2,2,17,1,2,2,1,2,2,1,2,12,12,3,3,1,0,1,23,44.5692977905273,1,1,12,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"1716",4862,54,62,57,56,56,52,58,62,55,44,2,2,4,2,3,2,2,3,3,4,22,2,2,2,2,1,1,1,2,10,12,8,3,1,0,1,23,24.9317836761475,1,1,12,1963,18,17,16,10,11,12,12,12,12,13,13,13,13,0,0,0,3
"1717",4864,44,40,54,47,51,54,48,44,44,46,1,2,3,2,3,2,2,3,2,3,20,2,1,2,2,1,1,2,2,10,9,6,3,0,1,1,24,59.8165283203125,1,2,9,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1718",4865,44,51,50,53,51,47,44,54,42,42,2,2,3,4,4,1,2,3,2,3,19,1,2,2,1,2,1,2,1,11,9,7,3,0,1,1,26,51.9305381774902,1,2,9,1964,17,16,15,10,11,12,13,14,14,14,14,14,14,0,0,0,3
"1719",4870,64,50,60,56,55,57,40,58,61,58,1,2,4,2,4,1,1,3,3,3,25,2,2,1,1,2,2,1,2,10,12,2,3,0,1,1,25,133.708847045898,1,2,12,1963,18,17,16,10,11,12,13,14,15,16,17,17,17,17,0,0,3
"1720",4871,56,66,60,59,60,57,51,68,57,58,1,1,4,1,4,1,1,4,4,4,30,1,1,1,1,1,2,1,2,7,12,2,3,0,1,1,24,35.4878692626953,1,2,12,1961,20,19,18,10,11,12,13,14,15,16,16,16,16,16,16,16,3
"1721",4872,38,39,39,44,50,43,31,43,46,39,1,1,4,1,4,1,1,3,4,4,29,2,1,2,1,1,1,1,1,13,12,2,3,0,1,1,26,25.7946453094482,1,2,13,1963,18,17,16,10,11,12,13,13,13,13,13,14,14,15,0,0,3
"1722",4873,58,65,56,59,54,54,51,68,55,53,1,2,3,2,3,2,2,2,3,3,20,2,1,2,2,1,1,1,1,12,12,2,3,0,1,1,25,41.9384269714355,1,2,12,1961,20,19,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"1723",4876,50,55,48,62,53,51,53,54,53,49,2,2,3,2,3,2,2,3,3,3,20,1,2,1,2,2,2,2,2,9,12,3,3,0,1,1,34,49.2785301208496,1,2,12,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"1724",4885,52,64,57,56,62,70,49,60,50,53,1,1,4,1,4,1,1,4,4,4,30,2,1,2,1,2,1,1,1,16,12,4,3,0,1,1,30,49.1463050842285,1,2,NA,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"1725",4886,52,58,50,59,61,56,37,52,40,42,1,1,4,1,4,1,1,3,3,3,27,1,1,2,1,1,1,1,1,10,12,4,3,0,1,1,32,65.8612747192383,1,2,11,1963,18,17,16,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"1726",4893,50,45,55,47,55,47,51,43,48,37,1,1,4,3,3,2,2,2,3,4,22,1,1,1,1,1,1,2,1,4,14,2,3,0,0,1,22,18.938684463501,1,2,NA,1964,17,16,15,9,10,11,12,12,12,12,12,12,12,0,0,0,3
"1727",4895,58,59,56,50,49,44,58,62,61,58,2,2,4,2,4,1,2,3,3,4,24,1,1,1,2,1,1,2,1,5,12,2,3,1,1,1,21,59.7454223632812,1,1,14,1964,17,16,15,10,11,12,13,13,14,15,15,16,16,0,0,0,3
"1728",4898,52,45,55,59,52,56,57,62,48,56,1,2,4,1,4,1,2,3,3,2,24,1,1,2,1,1,1,2,1,7,12,5,3,1,1,1,32,87.4397659301758,1,1,13,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1729",4899,50,34,41,35,43,48,37,44,46,37,2,2,3,2,3,2,2,2,2,2,17,2,2,2,1,1,1,1,2,11,8,8,3,0,0,0,24,31.9868774414062,1,2,12,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1730",4904,40,47,35,29,36,38,42,43,48,42,2,2,3,2,3,2,2,3,2,2,18,2,2,2,1,1,1,2,1,9,10,6,3,1,1,0,23,29.9246654510498,1,1,9,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"1731",4908,58,39,51,35,50,44,46,46,50,46,1,1,4,1,4,2,2,4,3,4,27,1,1,2,2,1,1,2,2,7,12,1,3,1,1,0,24,54.8931770324707,1,1,14,1964,17,16,15,10,11,12,13,14,14,15,15,15,15,0,0,0,3
"1732",4910,54,51,39,41,40,32,44,48,48,44,1,1,4,2,4,2,2,3,3,4,25,2,2,1,1,1,1,1,2,8,12,1,3,0,1,0,20,22.2340660095215,1,2,12,1964,17,16,15,11,12,13,14,15,15,15,16,16,0,0,0,0,3
"1733",4911,54,61,54,59,46,55,58,54,63,60,1,1,4,1,4,1,1,4,4,4,30,1,2,2,2,1,1,1,1,10,10,2,3,1,1,0,22,21.1057949066162,1,1,12,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"1734",4912,58,62,55,62,46,41,58,58,52,58,2,2,3,2,4,2,2,3,2,3,20,1,2,1,2,1,2,1,2,9,12,3,3,1,1,0,27,11.8525257110596,1,1,12,1963,18,17,16,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"1735",4913,44,51,51,53,43,38,46,43,40,37,2,2,4,2,4,2,2,2,2,2,19,1,2,1,1,1,1,1,2,7,12,3,3,1,1,0,28,11.0896797180176,1,1,12,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"1736",4918,36,39,26,35,25,27,37,38,38,39,3,3,2,3,2,2,2,2,2,2,12,1,1,2,2,2,1,1,2,11,7,7,3,1,0,1,24,37.3047065734863,1,1,8,1961,20,19,18,9,9,9,9,9,9,9,9,9,9,9,9,0,3
"1737",4920,42,42,50,53,53,49,40,48,48,49,2,3,3,2,3,2,2,3,2,2,17,2,2,1,2,1,1,2,1,7,6,3,3,0,0,1,29,14.6443967819214,1,2,NA,1963,18,17,16,11,11,11,11,11,11,11,11,12,12,0,0,0,3
"1738",4922,48,39,57,56,37,44,48,49,46,53,1,2,3,1,4,2,2,2,2,1,19,1,2,2,2,1,1,2,1,7,12,1,3,0,1,1,21,64.2065582275391,1,2,14,1964,17,16,15,11,12,13,13,13,13,13,13,13,0,0,0,0,3
"1739",4927,48,61,50,59,55,49,44,65,59,49,1,1,3,2,4,2,1,3,2,3,23,1,1,1,2,1,2,2,2,7,12,4,3,0,1,1,28,61.0564079284668,1,2,12,1964,17,16,15,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"1740",4930,46,47,52,50,47,47,49,38,35,42,2,2,4,2,4,2,2,4,2,2,21,1,2,2,1,1,2,1,1,12,10,4,3,0,1,0,28,50.1361618041992,1,2,14,1962,19,18,17,11,12,12,12,12,12,12,12,12,13,13,0,0,3
"1741",4931,54,49,59,59,53,42,46,55,48,49,1,1,4,2,4,1,1,4,3,4,28,1,1,2,2,1,1,2,2,7,9,4,3,0,1,1,32,52.889591217041,1,2,10,1964,17,16,15,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"1742",4938,44,42,50,50,41,48,39,48,44,46,1,1,4,1,4,1,1,4,3,3,28,1,2,1,1,1,1,2,1,5,12,2,3,0,1,1,23,15.8789682388306,1,2,12,1963,18,17,16,10,11,12,12,12,13,13,13,13,13,13,0,0,3
"1743",4947,34,36,30,29,25,28,30,38,33,27,2,3,1,2,2,3,1,2,2,2,13,2,2,1,1,1,2,1,2,9,0,12,2,0,1,1,37,30.5845489501953,1,2,0,1963,18,17,16,8,8,8,8,8,8,8,8,8,8,0,0,0,3
"1744",4952,40,43,43,44,49,54,39,37,37,51,2,2,3,2,3,2,2,3,2,2,18,1,1,2,1,1,1,2,2,8,11,5,3,0,1,1,22,70.4937591552734,1,2,8,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1745",4953,58,55,54,56,55,48,46,58,57,49,1,1,4,1,4,1,1,4,3,4,29,1,2,1,2,1,1,2,1,6,12,1,3,0,1,0,27,56.8132781982422,1,2,12,1963,18,17,16,11,12,12,13,13,13,13,13,13,13,0,0,0,3
"1746",4954,60,51,47,59,61,58,48,62,57,53,1,2,4,2,4,1,1,3,2,3,24,1,1,1,2,1,1,1,2,7,12,5,3,0,1,0,22,54.5925407409668,1,2,10,1962,19,18,17,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"1747",4955,50,51,51,53,54,54,49,48,38,49,1,1,4,1,4,1,1,4,4,4,30,1,1,2,2,1,1,1,2,8,12,5,3,0,1,0,24,40.8824157714844,1,2,12,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1748",4956,42,51,44,53,61,58,44,52,50,37,1,2,4,2,4,2,2,2,3,3,22,1,2,1,1,1,2,2,1,6,12,5,3,0,1,1,24,48.8745651245117,1,2,10,1964,17,16,15,10,11,12,13,14,15,16,16,16,0,0,0,0,3
"1749",4957,28,39,37,38,41,25,35,54,46,46,2,2,4,2,3,2,2,3,2,2,19,1,1,2,2,1,1,1,1,9,12,4,3,0,0,0,21,68.8088150024414,1,2,NA,1962,19,18,17,9,10,10,10,10,10,10,10,10,10,10,0,0,3
"1750",4958,36,50,34,44,48,45,35,44,40,39,2,2,3,2,3,2,2,3,2,3,19,2,1,2,2,2,2,1,1,14,12,4,3,0,0,0,23,38.7188720703125,1,2,NA,1964,17,16,15,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"1751",4961,58,62,51,56,40,45,60,49,63,63,2,1,4,2,4,4,2,2,3,4,21,2,2,2,1,2,2,1,2,13,12,2,3,1,1,0,20,43.5783233642578,1,1,NA,1962,19,18,17,10,11,12,12,12,12,12,12,12,13,13,0,0,3
"1752",4962,50,50,48,59,61,46,46,51,42,32,3,1,4,2,3,1,1,2,3,4,23,1,2,2,2,1,1,2,2,8,11,3,3,0,1,0,21,56.1218032836914,1,2,12,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"1753",4968,66,59,61,56,47,54,44,63,52,58,2,2,3,2,3,2,3,3,2,3,18,1,2,1,1,1,1,1,2,7,12,3,3,0,1,0,24,76.8284530639648,1,2,12,1963,18,17,16,11,12,13,14,14,14,14,14,14,14,0,0,0,3
"1754",4969,30,36,28,29,49,52,42,35,38,39,1,1,4,1,4,1,1,4,4,4,30,1,1,1,1,2,2,2,2,7,8,2,2,1,1,0,15,20.61891746521,1,1,11,1961,20,19,18,9,10,11,12,12,12,12,12,12,12,12,12,0,3
"1755",4971,36,35,39,35,35,47,37,40,44,34,2,2,3,2,4,2,2,3,3,3,21,1,2,2,1,1,2,2,1,9,8,2,2,0,1,0,17,64.9759292602539,1,2,11,1963,18,17,16,9,9,10,11,11,11,11,11,11,12,0,0,0,3
"1756",4972,50,46,41,50,52,42,46,43,46,39,2,2,3,2,3,2,2,3,3,3,20,2,2,1,1,2,2,1,2,10,12,4,3,0,1,1,21,49.3685569763184,1,2,13,1962,19,18,17,10,11,12,13,13,13,13,13,13,13,13,13,0,3
"1757",4973,44,55,56,59,61,65,55,55,48,42,2,2,3,2,3,2,2,2,2,3,18,1,1,1,1,1,1,2,1,4,12,4,3,0,1,1,20,47.5155944824219,1,2,13,1961,20,19,18,10,11,12,12,12,12,13,14,14,14,14,14,14,3
"1758",4976,64,55,56,59,52,54,53,52,57,42,2,1,4,1,4,2,2,3,2,4,24,1,2,2,2,1,2,1,2,10,12,2,3,0,1,1,20,69.7722320556641,1,2,12,1964,17,16,15,11,12,13,14,15,15,0,0,0,0,0,0,0,3
"1759",4981,28,43,34,44,51,51,39,43,38,37,1,1,4,1,4,1,1,2,3,2,25,1,1,1,1,1,2,2,1,5,7,4,2,0,1,1,23,37.877368927002,1,2,7,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"1760",4983,42,35,50,32,42,36,57,41,44,34,2,2,3,2,3,2,2,2,3,3,19,1,2,2,2,1,2,2,1,8,8,9,3,1,1,1,44,32.0317344665527,1,1,8,1963,18,17,16,9,9,9,9,9,9,9,9,10,10,0,0,0,3
"1761",4984,58,59,56,56,47,45,48,58,57,53,1,1,3,2,3,2,2,2,3,3,21,1,1,2,2,1,2,2,2,8,12,2,3,0,1,1,20,30.0398082733154,1,2,11,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1762",4985,44,30,33,35,43,28,46,37,48,44,2,2,3,2,3,3,2,2,2,2,16,1,2,1,2,1,2,1,2,9,12,2,3,1,1,1,21,59.2626266479492,1,1,11,1963,18,17,16,10,11,11,11,11,11,11,11,11,11,0,0,0,3
"1763",4990,56,62,55,53,62,72,51,66,55,49,1,1,4,1,4,1,1,4,2,3,27,1,1,1,1,1,2,2,2,6,16,3,3,0,1,1,29,99.0202331542969,1,2,16,1962,19,18,17,10,11,12,13,14,15,16,16,17,18,19,19,0,3
"1764",4991,52,50,55,56,53,56,39,57,50,42,1,1,4,2,4,1,1,4,3,4,28,1,2,1,1,1,1,2,1,5,12,2,2,0,1,1,21,74.640998840332,1,2,16,1963,18,17,16,10,11,12,13,14,15,15,15,15,15,0,0,0,3
"1765",4992,42,45,48,44,60,54,55,43,57,60,2,2,3,2,3,2,3,2,2,3,17,1,2,1,2,1,2,1,2,9,12,2,3,0,1,1,22,87.0506820678711,1,2,12,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1766",4995,54,57,52,56,62,65,51,62,59,53,2,2,4,2,4,2,2,3,3,3,22,1,1,1,2,1,2,2,1,6,8,3,3,0,1,1,31,66.5976943969727,1,2,8,1962,19,18,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"1767",4997,54,55,55,53,60,25,53,58,61,56,2,2,4,2,4,2,1,4,4,4,26,2,2,2,2,1,1,2,1,8,14,2,3,0,1,1,20,58.7648315429688,1,2,16,1962,19,18,17,10,11,12,13,14,15,15,15,15,15,15,15,0,3
"1768",4998,60,59,52,59,57,50,66,58,70,60,1,2,4,1,4,1,2,3,4,4,27,1,1,1,2,1,2,1,2,8,16,2,3,1,1,1,20,117.489593505859,1,1,20,1962,19,18,17,10,11,12,13,14,15,16,17,17,17,17,0,0,3
"1769",5001,54,51,55,56,62,53,53,52,48,51,1,1,4,1,4,2,2,2,2,2,22,1,1,2,2,1,1,2,1,6,16,4,3,0,1,1,29,187.970245361328,1,2,20,1961,20,19,18,11,12,13,14,15,15,16,16,16,16,16,16,0,3
"1770",5002,58,58,57,56,62,57,44,58,53,49,1,1,4,1,4,1,1,3,3,3,27,2,2,2,1,1,2,2,1,10,16,4,3,0,1,1,30,167.338928222656,1,2,20,1962,19,18,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"1771",5005,54,43,57,53,55,52,51,49,48,53,2,1,4,2,4,1,1,4,2,2,24,1,2,1,1,1,1,2,2,6,10,2,3,1,1,1,31,156.721664428711,1,1,20,1963,18,17,16,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"1772",5006,64,64,61,62,62,45,62,66,65,65,1,1,4,2,4,1,2,2,3,4,25,1,2,2,2,2,2,1,1,12,16,3,3,1,1,1,22,57.1733856201172,1,1,16,1963,18,17,16,11,12,13,14,15,16,17,18,19,19,0,0,0,3
"1773",5010,68,65,61,59,57,56,57,68,50,60,1,1,4,1,4,2,1,4,3,4,28,1,1,1,2,1,1,2,1,5,12,3,3,1,1,1,25,94.0317459106445,1,1,16,1962,19,18,17,10,11,12,13,14,15,16,16,16,16,16,17,0,3
"1774",5012,68,61,57,53,57,48,51,63,59,65,1,1,4,1,3,1,1,3,4,4,28,1,2,1,1,1,1,2,2,6,16,1,3,1,1,1,21,137.938064575195,1,1,19,1964,17,16,15,11,12,13,14,15,16,17,17,18,0,0,0,0,3
"1775",5013,54,46,56,56,41,41,46,54,42,53,1,1,4,1,4,1,1,3,2,2,25,2,2,1,2,1,1,2,2,8,12,2,2,1,1,1,18,75.7547378540039,1,1,12,1963,18,17,16,11,12,12,13,14,14,14,14,14,14,0,0,0,3
"1776",5014,40,34,35,32,46,50,39,41,46,39,2,2,2,3,3,2,2,2,2,2,15,2,2,1,1,1,2,1,2,9,12,0,3,0,0,1,20,26.8171787261963,1,2,11,1964,17,16,15,8,8,8,8,8,8,8,8,8,8,0,0,0,3
"1777",5027,52,55,57,38,54,37,62,54,59,53,2,2,3,2,3,2,2,3,3,3,20,1,1,2,2,2,2,2,2,9,13,2,3,1,1,1,24,27.1647262573242,1,1,12,1962,19,18,17,11,12,12,12,13,13,0,0,0,0,0,0,0,3
"1778",5029,68,66,61,62,62,68,58,68,65,60,2,2,3,2,3,2,2,3,3,3,20,1,1,1,1,2,2,2,2,7,14,1,3,1,1,1,24,152.378295898438,1,1,16,1961,20,19,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"1779",5031,54,53,51,47,47,47,55,49,50,49,2,2,3,2,2,2,2,3,3,3,19,2,2,1,1,1,1,1,1,9,12,1,3,1,1,1,29,70.1999130249023,1,1,16,1963,18,17,16,10,11,12,13,13,14,0,0,0,0,0,0,0,3
"1780",5038,48,49,54,53,54,45,46,48,55,51,1,2,4,2,3,2,2,2,2,2,19,1,2,1,1,1,2,2,2,7,12,1,3,0,1,1,21,137.939010620117,1,2,15,1964,17,16,15,10,11,12,13,14,15,15,15,15,0,0,0,0,3
"1781",5039,58,51,51,56,48,48,49,55,53,51,1,1,1,1,4,1,1,4,2,4,25,1,1,1,2,2,2,1,2,9,12,1,3,1,1,1,26,83.5837707519531,1,1,14,1963,18,17,16,10,11,12,13,14,15,16,0,0,0,0,0,0,3
"1782",5041,40,36,38,47,51,57,33,35,40,37,2,2,3,2,3,2,2,3,3,3,20,2,2,2,1,1,2,1,2,12,0,13,2,0,1,1,40,5.25771903991699,1,2,0,1961,20,19,18,9,10,11,12,12,12,12,12,12,12,12,12,12,3
"1783",5043,42,39,44,50,54,50,33,46,35,44,1,1,3,2,3,1,2,3,2,3,22,2,2,1,2,2,1,1,1,13,14,3,1,0,1,1,32,70.7898712158203,1,2,9,1963,18,17,16,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"1784",5050,42,39,44,53,53,54,40,48,42,58,2,2,3,2,4,2,2,3,2,4,21,2,2,1,1,1,2,2,2,8,12,4,3,0,1,0,21,53.6838073730469,1,2,10,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"1785",5051,60,57,52,56,54,42,55,48,67,56,2,2,3,2,3,1,2,2,2,2,18,1,1,2,2,2,2,2,1,8,12,4,3,1,1,1,24,36.5839729309082,1,1,NA,1964,17,16,15,10,11,11,12,12,12,12,12,12,12,0,0,0,3
"1786",5052,48,62,48,56,62,64,37,66,38,44,2,1,3,2,4,2,2,2,1,3,19,2,1,1,2,1,1,2,1,8,12,1,3,0,1,1,25,51.9633712768555,1,2,12,1961,20,19,18,10,11,12,13,14,15,16,16,16,16,17,17,17,3
"1787",5053,46,35,41,53,50,62,40,33,44,37,2,2,3,2,3,2,3,2,2,2,16,1,2,2,1,1,2,1,2,11,12,1,3,0,1,1,18,49.8471069335938,1,2,9,1962,19,18,17,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"1788",5063,38,50,46,44,42,52,44,41,46,37,1,2,4,2,4,2,2,4,3,4,25,1,2,2,1,1,2,1,2,11,12,1,3,0,1,1,28,23.7271766662598,1,2,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"1789",5078,38,46,39,50,47,47,48,40,48,44,1,1,4,1,4,1,1,2,4,4,28,1,2,2,1,1,1,2,1,8,12,3,1,1,1,1,27,42.7089195251465,1,1,12,1962,19,18,17,10,11,11,11,11,11,11,11,11,11,11,0,0,3
"1790",5082,28,34,29,35,28,34,39,37,33,42,2,2,2,3,2,3,2,2,2,3,14,2,2,2,1,1,1,1,2,11,10,5,3,1,1,1,18,2.80292534828186,1,1,8,1963,18,17,16,7,7,7,7,7,7,7,7,7,7,0,0,0,3
"1791",5085,46,36,39,41,28,30,35,33,35,30,2,3,3,2,3,3,3,2,2,3,15,1,1,2,1,1,1,1,2,9,12,3,1,0,1,1,19,16.6090240478516,1,2,10,1962,19,18,17,9,10,11,12,12,12,12,12,12,12,12,0,0,3
"1792",5087,40,45,26,32,36,38,35,37,38,37,1,2,3,1,3,1,1,2,2,3,22,2,1,1,1,1,2,2,2,9,11,3,1,1,0,1,22,30.8453311920166,1,1,NA,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
