"","recid","ASVAB_gs","ASVAB_ar","ASVAB_wk","ASVAB_pc","ASVAB_no","ASVAB_cs","ASVAB_asi","ASVAB_mk","ASVAB_mc","ASVAB_ei","RSE1_1980","RSE2_1980","RES3_1980","RES4_1980","RES5_1980","RES6_1980","RES7_1980","RES8_1980","RES9_1980","RES10_1980","ROSENBERG_SCORE_1980","ROTTER_1A_1979","ROTTER_1B_1979","ROTTER_2A_1979","ROTTER_2B_1979","ROTTER_3A_1979","ROTTER_3B_1979","ROTTER_4A_1979","ROTTER_4B_1979","ROTTER_SCORE_1979","med","nsib","race","male","nuclear","urban","moth_age_birth","income","cross_sction","sex","fed","yob","ageASVAB","ageRES","ageROTTER","acgrd_1","acgrd_2","acgrd_3","acgrd_4","acgrd_5","acgrd_6","acgrd_7","acgrd_8","acgrd_9","acgrd_10","acgrd_11","acgrd_12","acgrd_13","_merge"
"105",339,26,38,31,41,35,34,33,41,42,34,1,2,4,2,4,1,1,3,2,4,25,1,1,2,2,2,2,1,1,11,12,6,1,0,0,1,25,15.0374193191528,1,2,NA,1961,20,19,18,11,11,11,11,11,11,11,11,11,11,11,11,11,3
"106",340,36,43,33,47,48,55,35,37,38,39,2,2,3,2,4,2,1,3,4,4,24,2,1,2,1,2,1,1,1,16,12,6,1,0,0,1,26,8.75326061248779,1,2,NA,1962,19,18,17,11,11,12,12,12,12,12,12,12,12,12,0,0,3
"107",342,68,65,60,59,54,57,60,66,68,70,2,2,4,2,4,2,2,2,3,3,21,1,2,1,2,1,2,2,2,8,12,3,3,1,1,1,41,60.5982322692871,1,1,16,1963,18,17,16,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"108",346,48,46,48,53,62,50,46,44,52,51,1,2,4,1,4,1,1,3,3,4,27,1,1,2,2,2,2,1,2,10,12,2,3,1,1,1,37,40.388256072998,1,1,8,1962,19,18,17,10,11,12,13,14,15,16,16,16,16,16,16,0,3
"109",347,46,54,55,50,62,59,46,54,50,34,1,2,4,2,4,1,1,3,3,3,25,1,2,2,2,1,1,2,1,7,12,3,3,0,1,1,33,44.623119354248,1,2,12,1962,19,18,17,11,12,12,13,14,14,15,15,15,15,15,0,0,3
"110",350,52,46,48,53,49,47,49,54,48,51,1,1,4,1,3,2,2,4,2,2,23,2,2,1,2,2,2,1,1,12,12,4,3,1,1,1,29,116.781784057617,1,1,12,1962,19,18,17,11,12,13,14,14,15,16,16,16,16,16,0,0,3
"111",352,44,57,47,50,62,66,53,46,48,46,1,1,4,1,4,1,2,4,3,2,26,1,1,1,1,1,1,2,1,4,12,3,3,0,1,1,27,135.172637939453,1,2,16,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"112",355,52,47,51,47,51,50,53,49,63,53,2,2,4,2,3,2,2,3,2,4,21,1,1,2,2,1,1,2,2,7,12,4,3,1,0,1,40,32.1202087402344,1,1,12,1964,17,16,15,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"113",356,56,49,55,50,54,52,60,40,52,49,2,2,4,2,4,1,1,3,4,4,26,1,1,1,1,1,1,2,1,4,12,3,3,1,1,1,25,69.5028228759766,1,1,12,1962,19,18,17,10,11,11,11,11,11,11,11,11,11,11,11,0,3
"114",358,50,45,48,50,48,44,46,41,50,42,2,2,3,2,3,2,2,3,3,3,20,1,1,2,2,1,2,1,1,10,12,3,3,1,1,1,30,96.6903839111328,1,1,14,1961,20,19,18,10,11,12,13,14,14,15,0,0,0,0,0,0,3
"115",359,38,38,50,56,58,55,46,41,40,37,2,2,3,2,3,3,3,2,2,2,15,1,1,2,2,1,1,2,2,7,14,3,3,0,1,1,32,61.8415374755859,1,2,13,1963,18,17,16,10,11,12,13,14,14,14,15,16,16,16,0,0,3
"116",360,62,62,55,59,55,60,58,68,65,51,2,1,4,2,4,2,2,3,3,4,24,1,1,2,2,1,1,1,1,9,16,2,3,0,1,1,30,112.780639648438,1,2,16,1961,20,19,18,11,12,13,14,15,16,16,16,16,17,17,18,0,3
"117",363,46,42,51,47,47,39,40,40,40,49,1,2,4,2,2,2,3,1,2,2,16,2,1,1,1,1,2,1,1,11,12,3,3,0,1,1,37,33.6339149475098,1,2,12,1961,20,19,18,8,8,8,8,9,9,9,9,9,9,9,9,0,3
"118",366,54,61,46,47,47,50,55,58,52,51,2,2,4,2,4,2,2,3,3,4,23,1,1,2,2,1,1,2,1,6,14,8,3,1,1,1,37,156.721664428711,1,1,14,1963,18,17,16,11,12,13,14,14,15,16,16,16,16,0,0,0,3
"119",372,58,57,61,59,51,48,55,66,65,58,1,1,3,2,3,1,2,2,3,3,22,1,1,2,1,1,2,1,2,10,12,2,3,1,1,1,25,76.7740097045898,1,1,18,1961,20,19,18,11,12,13,14,15,15,15,15,15,15,15,15,0,3
"120",374,34,38,37,44,50,56,30,43,37,39,2,2,3,2,3,2,1,4,4,4,24,2,1,2,1,1,2,1,2,13,4,2,3,0,1,1,29,63.679874420166,1,2,4,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"121",378,48,39,50,47,51,30,40,38,52,44,1,1,4,2,3,1,2,3,4,4,26,1,2,2,2,1,1,1,1,10,9,5,1,1,0,1,22,14.4258193969727,1,1,12,1961,20,19,18,10,10,10,10,10,10,10,10,10,10,10,10,0,3
"122",379,32,34,24,32,20,25,37,44,37,39,2,2,2,3,2,2,3,3,2,4,16,2,2,2,1,1,2,1,1,13,9,5,1,0,0,1,24,3.64971780776978,1,2,12,1963,18,17,16,8,8,8,8,8,8,8,8,8,8,0,0,0,3
"123",384,34,43,42,50,49,52,42,46,42,44,2,2,4,2,3,2,3,2,3,4,20,1,1,2,1,1,2,1,2,10,5,5,1,1,0,1,30,52.2198219299316,1,1,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"124",385,48,42,52,47,41,49,40,44,38,37,1,1,4,1,4,1,1,4,2,3,27,2,2,2,1,1,1,2,1,9,10,4,1,0,1,1,25,56.1120681762695,1,2,8,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"125",386,44,42,59,56,57,54,40,48,44,34,1,1,3,1,4,2,3,1,2,3,20,2,1,2,1,1,2,1,1,14,10,4,1,0,1,1,26,64.3025970458984,1,2,7,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"126",387,26,39,24,20,26,27,40,38,31,46,2,2,3,2,4,2,1,3,4,4,24,1,2,1,1,1,2,1,2,8,10,4,1,1,1,1,27,73.1358032226562,1,1,7,1963,18,17,16,10,11,11,12,12,12,12,12,12,12,12,0,0,3
"127",388,58,53,61,56,54,50,48,52,50,58,1,1,4,1,4,2,2,1,2,4,23,2,2,1,1,1,2,1,1,10,12,4,1,0,1,1,21,22.6674671173096,1,2,14,1962,19,18,17,11,12,13,14,14,15,15,15,15,15,15,0,0,3
"128",390,38,40,34,26,53,43,40,37,37,30,1,2,3,1,3,2,2,1,2,2,18,1,2,2,1,1,2,1,1,12,11,2,1,0,1,1,20,19.2162017822266,1,2,12,1961,20,19,18,10,10,10,10,10,10,10,10,10,10,10,10,0,3
"129",391,36,38,47,32,39,51,42,43,48,27,2,2,4,2,4,2,2,3,2,3,21,2,2,1,1,2,1,1,2,11,12,2,1,0,0,1,22,32.1214141845703,1,2,12,1963,18,17,16,10,11,11,11,11,11,12,12,12,12,0,0,0,3
"130",393,58,62,56,44,51,50,67,66,65,60,1,2,4,1,4,1,1,3,2,3,25,2,2,2,2,1,2,1,2,11,11,3,3,1,1,1,36,60.2950782775879,1,1,12,1962,19,18,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"131",394,32,42,29,26,30,29,42,37,31,42,1,1,3,1,3,2,2,3,2,3,22,1,1,2,2,1,2,1,1,10,9,11,1,1,0,1,32,23.6980514526367,1,1,8,1961,20,19,18,10,11,11,11,11,11,11,11,11,11,11,11,0,3
"132",396,46,35,34,41,59,44,31,43,37,37,2,1,4,1,4,1,1,2,4,4,27,2,1,2,1,2,1,1,2,15,7,8,1,1,0,1,26,7.98792600631714,1,1,NA,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"133",400,66,65,61,62,61,68,57,68,57,63,1,1,4,1,4,2,1,4,4,4,29,1,2,1,2,1,2,1,2,9,12,2,3,0,1,1,28,65.6885681152344,1,2,10,1961,20,19,18,10,11,12,13,14,15,16,16,16,16,16,16,16,3
"134",401,52,42,43,50,46,46,42,40,44,49,2,1,4,1,4,1,1,4,4,1,26,1,2,1,1,1,1,1,2,7,11,3,3,0,0,1,34,52.7951049804688,1,2,11,1961,20,19,18,12,12,12,12,12,12,12,12,12,12,12,12,12,3
"135",407,40,45,51,53,61,62,40,44,50,46,2,2,4,1,4,2,3,3,2,3,21,1,2,2,1,1,2,2,2,10,16,3,3,0,1,1,34,47.7682952880859,1,2,NA,1963,18,17,16,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"136",408,64,66,57,62,53,52,67,49,70,68,1,1,4,1,3,1,2,3,3,3,25,2,2,1,2,1,1,2,2,8,12,5,3,1,1,1,40,74.9056015014648,1,1,12,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"137",411,48,39,42,38,30,41,58,40,50,51,1,2,4,1,4,3,4,2,4,4,22,2,1,2,1,1,1,2,1,10,11,2,3,1,1,0,19,43.6607780456543,1,1,12,1962,19,18,17,9,9,9,9,10,10,10,10,10,10,10,0,0,3
"138",412,54,57,55,50,50,45,51,46,55,53,2,2,3,1,4,2,2,3,2,2,20,2,2,2,1,1,1,2,2,10,11,2,3,1,1,0,21,54.9013366699219,1,1,12,1964,17,16,15,10,11,12,12,12,12,13,13,13,0,0,0,0,3
"139",414,58,50,57,50,60,59,49,58,52,49,2,2,3,2,3,2,2,3,2,3,19,2,2,2,2,1,1,1,2,10,17,1,3,0,0,1,28,29.5443496704102,1,2,16,1964,17,16,15,10,11,12,12,12,13,13,13,13,13,0,0,0,3
"140",415,46,36,42,32,42,44,53,38,44,51,1,2,3,2,4,2,2,4,3,3,23,2,1,2,1,2,1,2,1,13,8,5,3,1,1,1,39,32.2689628601074,1,1,NA,1962,19,18,17,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"141",418,44,53,50,53,61,54,37,44,40,42,1,2,4,1,4,2,2,3,3,4,25,1,1,2,2,1,2,1,2,9,13,1,3,0,1,1,26,45.4016494750977,1,2,12,1964,17,16,15,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"142",420,62,54,54,44,49,49,37,55,52,53,2,2,3,2,3,2,2,3,2,3,19,1,2,2,2,1,1,2,1,7,18,1,3,1,0,1,26,10.4201517105103,1,1,NA,1964,17,16,15,10,11,12,12,12,12,12,12,12,0,0,0,0,3
"143",434,54,47,54,59,51,54,60,46,44,60,1,1,4,1,3,3,2,2,2,2,20,2,2,2,1,1,2,1,1,13,8,4,3,1,1,1,36,33.4335098266602,1,1,8,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"144",439,56,58,56,59,60,66,51,60,46,44,1,2,4,2,4,1,2,4,2,3,24,2,2,1,1,1,1,1,2,8,12,2,3,0,1,0,23,94.9393310546875,1,2,8,1961,20,19,18,10,11,12,13,14,15,16,16,16,16,16,16,16,3
"145",440,52,57,48,41,60,57,48,58,48,58,1,1,4,1,4,1,2,1,4,4,26,2,2,2,2,1,2,2,1,9,12,0,3,1,1,0,20,75.1870956420898,1,1,12,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"146",441,48,40,28,35,24,28,48,35,42,42,1,2,3,1,3,1,2,1,2,3,20,1,2,2,2,1,2,1,2,10,12,1,3,1,1,0,37,41.0751495361328,1,1,9,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"147",443,68,66,60,59,51,44,67,65,65,60,1,1,4,1,4,1,2,3,3,4,27,2,2,1,1,1,2,1,2,9,16,1,3,1,1,0,23,15.1610136032104,1,1,14,1961,20,19,18,11,12,13,14,14,14,14,14,14,14,14,14,0,3
"148",444,56,49,59,62,50,57,46,57,48,53,1,1,4,2,4,2,2,3,2,3,23,1,1,1,1,1,1,2,2,5,13,1,3,0,1,0,21,112.113052368164,1,2,16,1961,20,19,18,11,12,13,14,15,15,15,15,15,0,0,0,0,3
"149",445,60,53,57,59,54,56,51,62,59,60,1,1,4,1,4,1,1,4,4,4,30,1,2,2,1,1,2,1,2,11,14,1,3,1,1,0,24,56.8160552978516,1,1,16,1964,17,16,15,11,12,13,14,15,16,16,16,16,0,0,0,0,3
"150",448,32,32,33,29,26,28,31,38,40,34,2,2,3,2,2,2,2,2,1,4,17,1,1,2,2,2,2,1,2,10,12,3,3,1,0,0,39,29.4813022613525,1,1,12,1964,17,16,15,9,10,11,12,12,12,12,12,12,12,0,0,0,3
"151",451,56,42,46,35,36,38,49,38,50,58,2,2,3,2,3,2,1,2,3,4,21,1,1,2,1,1,1,2,2,8,12,4,3,1,1,0,28,133.835983276367,1,1,12,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"152",458,58,64,59,56,62,60,48,57,59,42,2,2,2,3,2,2,2,2,2,3,15,1,1,2,1,1,1,2,2,8,12,0,3,0,1,1,34,112.113052368164,1,2,12,1961,20,19,18,11,12,13,14,15,16,16,16,16,17,17,17,0,3
"153",459,44,66,54,53,53,55,48,68,53,46,1,1,4,2,3,1,1,3,3,2,24,1,2,2,2,1,1,1,2,9,12,3,3,0,1,1,33,31.0186309814453,1,2,12,1963,18,17,16,10,11,12,13,14,14,15,15,15,15,15,0,0,3
"154",460,50,38,52,47,59,59,51,48,42,39,1,2,4,1,4,2,1,4,3,4,27,2,2,2,1,1,2,2,1,10,12,0,3,0,1,1,35,48.7895431518555,1,2,10,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"155",461,64,65,57,59,57,44,66,63,63,65,1,1,4,2,4,1,2,2,3,4,25,1,2,1,1,1,1,1,1,8,12,2,3,1,1,1,32,104.994895935059,1,1,18,1961,20,19,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"156",465,56,65,55,53,53,55,39,68,53,49,2,2,4,1,4,1,1,4,4,4,28,1,1,1,2,1,1,2,1,5,12,3,3,0,1,1,34,113.30126953125,1,2,12,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"157",472,44,45,43,44,52,45,42,51,37,34,1,2,4,1,4,2,2,3,4,4,26,2,1,2,1,1,1,1,1,13,12,4,3,0,0,1,21,37.2470169067383,1,2,12,1962,19,18,17,11,11,11,11,11,11,11,11,11,11,11,0,0,3
"158",475,38,40,35,38,53,48,35,40,31,34,2,2,3,2,3,3,2,2,2,2,16,2,1,1,1,2,2,2,1,9,12,4,3,0,0,1,23,2.17152070999146,1,2,12,1964,17,16,15,11,12,12,12,12,12,12,12,12,0,0,0,0,3
"159",477,40,50,29,44,38,42,51,44,44,53,2,2,3,2,2,2,2,3,2,2,17,1,1,2,1,1,1,2,1,7,8,2,3,1,1,1,16,74.1649169921875,1,1,12,1963,18,17,16,10,10,10,11,11,11,11,11,11,11,0,0,0,3
"160",479,54,51,55,62,50,49,57,46,59,51,2,2,3,2,4,2,2,1,3,3,19,2,2,2,1,1,1,2,2,10,12,1,3,1,1,1,20,58.511417388916,1,1,12,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"161",484,46,42,39,38,44,44,48,38,40,46,2,2,3,2,3,2,2,2,2,2,17,2,2,1,2,1,2,1,1,11,12,4,3,1,1,1,26,88.8017349243164,1,1,10,1961,20,19,18,9,10,11,12,12,12,12,12,12,12,12,12,12,3
"162",485,34,38,39,38,53,51,42,40,42,44,2,2,3,2,3,2,2,2,2,2,17,1,1,2,1,1,2,1,2,10,12,2,3,0,1,1,20,54.5925407409668,1,2,12,1962,19,18,17,10,10,10,10,10,10,10,10,10,10,10,10,0,3
"163",486,48,46,44,56,43,46,58,46,52,49,2,2,3,2,3,1,2,3,2,2,19,1,2,1,1,2,1,2,2,9,12,2,3,1,1,1,21,59.2626266479492,1,1,14,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"164",488,50,46,52,47,43,47,58,54,63,51,2,2,3,2,3,2,2,3,3,3,20,1,1,1,1,2,2,1,1,9,15,4,3,1,1,1,22,83.5837707519531,1,1,14,1963,18,17,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"165",489,52,65,54,44,55,57,51,57,52,46,1,1,4,1,4,2,2,3,3,4,26,1,2,1,1,1,2,2,1,6,12,3,3,1,1,1,39,76.0033111572266,1,1,18,1961,20,19,18,10,11,12,13,14,14,14,14,14,14,14,14,0,3
"166",492,40,53,46,53,60,56,33,58,53,37,1,1,2,1,4,1,2,3,3,4,25,1,2,2,2,2,2,2,2,10,12,3,3,0,1,1,24,91.559700012207,1,2,12,1961,20,19,18,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"167",493,42,59,46,47,52,54,57,68,55,46,2,2,4,1,4,1,1,2,3,3,24,2,2,2,1,2,2,1,2,13,12,3,3,1,1,1,27,15.0415353775024,1,1,12,1964,17,16,15,11,12,12,13,13,13,13,13,13,0,0,0,0,3
"168",496,58,64,60,59,60,50,49,58,55,60,2,2,4,2,4,2,2,4,4,4,25,1,1,2,1,1,1,2,1,7,12,6,3,0,1,1,33,135.823623657227,1,2,12,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"169",499,42,42,51,47,55,54,44,51,50,37,2,2,3,2,3,2,2,2,3,2,18,1,1,2,1,1,1,1,1,10,10,4,3,0,1,1,30,106.181251525879,1,2,11,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"170",500,48,50,54,53,62,58,48,54,48,44,1,1,4,1,4,2,2,2,4,4,26,1,2,1,1,2,2,2,2,8,10,4,3,0,1,1,32,69.7767639160156,1,2,11,1963,18,17,16,11,12,12,12,12,12,12,0,0,0,0,0,0,3
"171",501,64,53,61,62,47,47,51,44,55,53,1,2,4,2,3,2,2,2,3,3,21,1,2,2,2,1,2,2,1,8,12,2,3,0,1,1,20,84.4039306640625,1,2,12,1963,18,17,16,11,12,13,14,15,16,17,0,0,0,0,0,0,3
"172",507,58,53,56,56,51,53,46,54,48,60,1,2,3,1,3,1,2,3,1,2,20,2,1,2,1,1,2,1,2,13,14,9,3,0,0,1,24,72.8782272338867,1,2,NA,1961,20,19,18,11,12,13,14,14,14,14,14,14,14,14,14,0,3
"173",508,54,38,43,53,50,50,57,37,53,58,2,2,3,2,4,3,2,3,3,3,20,1,2,2,1,1,1,1,2,10,14,3,3,1,1,1,26,39.7022895812988,1,1,9,1963,18,17,16,10,11,12,12,12,12,12,12,0,0,0,0,0,3
"174",510,50,55,61,59,62,65,58,54,50,68,1,1,4,1,4,2,2,2,3,3,24,2,1,1,2,1,2,1,2,11,11,2,3,0,1,1,28,75.9790191650391,1,2,14,1961,20,19,18,11,12,12,12,12,12,13,0,0,0,0,0,0,3
"175",515,28,35,34,38,58,47,37,46,37,42,2,1,4,2,4,2,2,3,3,3,23,1,2,2,1,1,2,1,2,11,8,1,3,0,1,1,24,35.7268981933594,1,2,8,1964,17,16,15,10,11,12,13,14,15,15,0,0,0,0,0,0,3
"176",516,28,38,30,38,24,28,35,37,33,30,2,2,3,2,2,3,2,3,2,3,17,1,2,1,2,1,1,1,2,8,16,8,1,1,0,1,18,18.7300148010254,1,1,NA,1961,20,19,18,11,11,11,11,11,11,11,11,11,11,11,12,0,3
"177",517,38,35,38,26,37,39,44,38,35,34,1,1,4,1,4,1,1,4,3,4,29,1,1,1,1,1,2,1,2,7,11,7,1,1,0,1,19,16.8044509887695,1,1,NA,1962,19,18,17,10,11,11,11,11,11,11,0,0,0,0,0,0,3
"178",518,24,38,26,41,30,40,33,40,37,34,2,2,3,2,3,1,2,2,3,4,21,2,1,2,2,2,1,2,2,13,11,7,1,1,0,1,20,8.10900497436523,1,1,NA,1963,18,17,16,10,11,11,11,12,12,12,12,12,12,0,0,0,3
"179",519,32,38,25,26,26,32,28,35,29,32,2,2,3,2,3,2,2,2,2,3,18,2,2,2,2,1,2,1,2,11,11,6,1,0,0,1,20,12.9951858520508,1,2,NA,1963,18,17,16,9,10,11,11,11,11,11,11,11,11,0,0,0,3
"180",522,38,35,37,35,30,49,37,38,40,30,1,1,4,2,3,1,2,4,4,4,27,2,2,2,1,1,1,2,1,9,11,7,1,0,1,1,26,66.9346771240234,1,2,11,1962,19,18,17,11,12,13,13,13,13,13,13,13,13,13,0,0,3
"181",523,38,42,39,41,37,40,48,38,37,37,2,2,3,2,4,2,2,2,4,4,22,1,2,2,1,1,2,2,1,9,11,7,1,1,1,1,27,62.6878280639648,1,1,11,1963,18,17,16,11,11,11,12,12,13,14,15,15,15,0,0,0,3
"182",528,56,43,41,44,55,57,42,44,38,42,2,2,4,2,3,2,2,4,4,4,24,2,2,1,1,1,2,1,2,9,12,2,3,0,0,0,19,41.6651077270508,1,2,12,1963,18,17,16,11,11,11,11,11,11,11,12,12,12,0,0,0,3
"183",534,46,32,37,23,29,34,44,35,40,44,2,1,3,2,3,2,3,4,2,3,20,1,2,1,1,2,1,1,1,11,11,3,3,1,1,1,27,64.0620803833008,1,1,NA,1963,18,17,16,10,11,11,11,11,11,11,11,11,11,0,0,0,3
"184",535,52,40,46,47,49,42,53,38,52,56,1,2,4,2,3,2,2,2,2,3,20,2,2,2,2,1,2,1,2,11,9,4,3,1,1,1,17,1.73352754116058,1,1,10,1964,17,16,15,9,9,9,9,9,9,9,9,10,0,0,0,0,3
"185",537,40,36,34,23,20,37,35,33,46,37,2,2,3,2,3,2,2,3,2,3,19,1,1,1,1,1,1,1,1,7,8,9,3,1,1,1,30,51.8828811645508,1,1,7,1963,18,17,16,9,10,10,11,11,11,11,11,11,11,11,0,0,3
"186",540,40,42,35,41,62,47,46,37,38,44,1,1,4,1,2,1,1,3,3,2,24,2,2,1,1,2,2,1,2,10,8,3,3,1,0,1,23,51.8842926025391,1,1,8,1962,19,18,17,11,11,11,11,11,11,11,12,12,12,12,0,0,3
"187",541,40,39,39,38,49,52,31,43,42,42,1,1,4,1,3,1,1,2,3,3,25,2,2,2,2,1,2,2,2,10,8,3,3,1,0,1,23,49.5961875915527,1,1,NA,1962,19,18,17,10,10,10,10,10,10,10,10,0,0,0,0,0,3
"188",546,34,42,42,47,43,41,44,40,46,46,2,2,3,3,4,2,4,2,2,3,16,2,1,2,2,2,2,1,1,14,9,5,3,0,1,1,34,6.36003589630127,1,2,16,1964,17,16,15,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"189",548,48,55,56,53,51,51,44,52,52,53,1,1,4,1,4,2,1,4,2,4,27,2,2,2,1,2,1,2,2,13,12,1,3,0,1,1,19,71.1815338134766,1,2,15,1962,19,18,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"190",549,50,46,54,44,52,50,51,49,63,58,1,2,4,1,4,1,1,2,3,4,26,1,1,2,2,1,1,1,2,8,12,3,3,1,1,1,33,68.8088150024414,1,1,16,1961,20,19,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"191",558,54,57,56,56,62,63,40,65,50,39,1,1,4,2,4,1,1,4,2,4,27,1,1,1,2,1,1,2,1,5,12,3,3,0,1,1,27,85.0670547485352,1,2,15,1962,19,18,17,11,12,13,14,15,16,16,16,16,16,17,0,0,3
"192",562,48,54,54,53,56,47,48,54,46,49,1,1,4,1,4,1,1,4,4,4,30,1,2,1,1,1,2,1,1,9,12,1,3,1,1,1,28,94.4702224731445,1,1,13,1962,19,18,17,10,11,12,13,14,15,16,17,17,18,19,19,0,3
"193",566,46,40,44,47,48,41,40,38,46,34,2,2,3,2,3,2,2,3,2,3,19,2,2,2,2,1,2,1,2,11,12,5,3,0,1,1,22,118.788986206055,1,2,12,1961,20,19,18,11,12,12,12,12,12,12,0,0,0,0,0,0,3
"194",567,42,55,48,41,50,29,35,58,44,44,1,2,3,4,4,1,2,4,4,4,24,1,1,1,2,1,1,2,1,5,12,0,3,0,1,1,24,66.0207214355469,1,2,12,1963,18,17,16,10,11,12,13,14,14,14,14,14,14,14,0,0,3
"195",570,62,66,60,59,62,67,62,66,61,65,2,2,3,2,3,2,2,2,3,3,19,1,1,2,2,1,1,2,2,7,12,4,3,1,1,1,31,5.64190435409546,1,1,12,1964,17,16,15,10,11,11,11,11,11,11,11,11,11,0,0,0,3
"196",573,44,58,52,56,54,49,39,54,48,56,2,1,4,2,3,2,2,3,3,4,23,1,2,2,1,1,2,2,2,10,14,1,3,1,1,1,22,71.1815338134766,1,1,16,1961,20,19,18,12,12,13,14,15,16,17,17,17,0,0,0,0,3
"197",579,50,62,47,59,62,60,42,51,55,39,1,1,4,2,3,2,1,3,4,4,26,2,2,2,2,1,2,2,2,10,12,3,3,0,1,1,30,71.0462036132812,1,2,11,1962,19,18,17,11,12,12,12,12,12,0,0,0,0,0,0,0,3
"198",585,42,39,43,44,51,27,44,46,37,46,2,2,2,2,2,2,3,1,2,2,13,2,1,2,1,1,2,1,2,13,12,3,3,0,1,1,29,15.7929697036743,1,2,12,1963,18,17,16,9,9,9,9,9,9,9,9,9,9,9,0,0,3
"199",596,50,51,59,56,31,41,53,48,57,58,1,1,4,1,4,1,1,4,4,4,30,1,1,1,1,1,1,2,1,4,14,2,1,1,0,1,38,32.2809829711914,1,1,12,1962,19,18,17,10,11,12,13,13,13,13,14,14,15,15,0,0,3
"200",597,46,30,30,32,39,32,48,38,37,44,1,2,3,2,2,2,2,2,3,3,19,1,1,1,1,1,2,2,1,5,7,6,1,1,1,1,34,39.7022895812988,1,1,0,1962,19,18,17,10,10,11,11,11,11,0,0,0,0,0,0,0,3
"201",600,48,64,43,44,62,60,40,66,50,49,1,1,3,2,3,2,2,2,3,3,21,1,2,1,1,2,2,1,2,9,16,3,3,1,1,1,25,68.4541854858398,1,1,16,1961,20,19,18,11,12,13,14,14,15,15,16,16,16,16,0,0,3
"202",601,34,62,35,53,62,61,35,66,44,46,2,2,2,2,2,3,3,2,3,2,14,2,2,2,2,1,1,1,2,10,16,3,3,0,1,1,27,39.3052673339844,1,2,16,1963,18,17,16,10,11,12,13,14,15,16,16,16,16,17,0,0,3
"203",604,44,47,54,56,62,46,48,49,46,42,2,2,3,2,3,2,2,3,2,2,18,1,2,1,2,1,1,2,1,6,12,2,3,0,1,1,23,88.0598831176758,1,2,12,1962,19,18,17,10,11,12,12,12,12,12,13,14,15,15,15,0,3
"204",605,56,53,50,50,38,57,53,52,59,56,2,2,3,2,4,2,2,3,3,3,21,1,1,1,1,2,1,1,2,9,11,5,3,1,1,1,20,113.632110595703,1,1,12,1963,18,17,16,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"205",606,60,46,56,56,51,54,42,49,59,60,2,2,3,2,3,2,2,2,2,3,18,1,1,1,2,1,1,1,2,7,11,5,3,1,1,1,21,64.3999938964844,1,1,14,1964,17,16,15,11,12,13,13,13,13,13,13,13,0,0,0,0,3
"206",609,44,39,56,56,48,52,40,41,46,39,1,1,4,2,4,1,1,4,2,2,25,2,1,2,2,1,1,2,2,10,14,7,3,0,1,1,26,81.1188888549805,1,2,16,1961,20,19,18,11,12,12,12,12,13,14,14,0,0,0,0,0,3
"207",610,44,46,43,38,38,34,35,43,42,49,2,2,4,2,2,2,3,3,2,3,18,1,2,1,1,2,2,2,2,8,16,7,3,1,1,1,28,103.342613220215,1,1,16,1963,18,17,16,10,11,11,12,12,12,12,12,12,12,0,0,0,3
"208",616,42,38,26,32,20,25,35,41,38,32,2,2,3,3,2,2,1,3,3,4,20,1,2,2,1,1,1,2,1,8,9,3,3,1,1,1,22,68.2743530273438,1,1,9,1963,18,17,16,9,9,10,10,11,11,11,11,11,11,11,0,0,3
