"","recid","ASVAB_GS","ASVAB_AR","ASVAB_WK","ASVAB_PC","ASVAB_NO","ASVAB_CS","ASVAB_AI","ASVAB_SI","ASVAB_MK","ASVAB_MC","ASVAB_EI","ASVAB_AO","sex","moth_age_birth","cross_sction","med","race","nsib","nuclear","urban","income","fed","yob","AGE_ASVAB","acgrd_1","acgrd_2","acgrd_3","acgrd_4","acgrd_5","acgrd_6","acgrd_7","acgrd_8","acgrd_9","acgrd_10","acgrd_11","acgrd_12","acgrd_13","_merge"
"2192",5473,60,420,-75,502,24041,12446,-772,-1187,1302,-47,-1076,32,2,19,1,12,4,1,1,1,72.3638000488281,12,1981,18,11,12,13,14,14,14,15,16,16,16,16,16,0,3
"2193",5474,1059,1152,1220,1219,24476,6214,-667,-308,1446,24,568,693,1,24,1,17,4,1,1,0,121.588706970215,17,1983,16,11,12,13,14,15,16,16,17,17,17,0,0,0,3
"2194",5476,-333,-546,-756,87,27856,9743,-1370,-1337,403,-826,-590,-1376,2,28,1,12,4,2,0,1,26.8196468353271,NA,1982,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"2195",5478,-298,217,-557,786,27006,11040,-1068,-1258,345,-181,-857,-166,2,32,1,14,4,2,1,1,54.0699996948242,14,1983,16,11,12,13,14,14,14,14,14,0,0,0,0,0,3
"2196",5488,136,-628,-916,-369,11564,2382,-226,-476,-504,-169,-32,-856,1,18,1,10,4,2,1,0,48.6257591247559,12,1983,16,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"2197",5492,1097,393,432,876,21741,10685,-121,-13,1327,786,42,1263,1,23,1,12,4,1,1,0,42.9114379882812,15,1980,19,11,12,12,13,13,13,13,13,13,13,13,13,13,3
"2198",5495,-659,-785,-1092,-578,14705,3959,-786,-681,-850,-467,-1408,-1082,2,26,1,13,4,2,0,0,7.79806423187256,12,1982,17,8,8,8,8,8,8,8,8,8,8,8,0,0,3
"2199",5505,-310,-216,-564,485,21789,4736,-1019,-726,784,-234,-1470,-141,2,28,1,12,4,1,1,0,70.0529174804688,12,1981,18,10,11,12,13,14,15,16,17,17,17,17,17,0,3
"2200",5513,-691,-727,-1047,-531,23199,4969,-1021,-160,-265,-1558,426,-1025,2,30,1,12,4,2,1,0,49.3481521606445,10,1982,17,11,12,13,13,13,13,13,13,13,13,13,0,0,3
"2201",5516,25,-331,-1222,-1458,9585,7731,-489,-374,-1345,-434,-457,-343,1,28,1,9,4,2,1,0,22.6357822418213,6,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"2202",5518,-2171,-842,-2616,-1727,9855,3173,-963,-736,-900,-922,-2361,-287,1,18,1,11,4,3,0,1,26.3047103881836,10,1980,19,10,11,11,12,12,12,12,12,12,12,12,12,12,3
"2203",5520,483,227,419,674,14477,4608,-824,-255,405,1,-409,576,1,31,1,12,4,2,0,0,37.4418334960938,NA,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"2204",5522,63,-163,524,-78,20502,3873,624,862,770,426,374,924,1,20,1,12,4,2,0,0,7.55810022354126,11,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"2205",5523,165,427,339,-401,12424,3805,-390,-367,754,995,-820,95,1,24,1,12,4,2,0,0,3.75475072860718,11,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"2206",5525,-180,-605,-213,-1006,18103,6757,1189,568,-448,-384,-1012,-704,1,22,1,12,4,2,0,0,17.7009677886963,12,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"2207",5531,-291,147,81,-170,10797,5281,-917,-58,570,-688,1088,304,2,19,1,12,4,2,0,0,34.8655433654785,12,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"2208",5532,8,-657,36,-1094,18848,4085,115,224,-340,-194,-725,206,1,22,1,12,4,2,0,0,34.8655433654785,12,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"2209",5536,51,1142,240,1308,18392,8391,-663,-737,1650,739,-478,1449,1,37,1,12,2,3,0,0,2.01500010490417,16,1982,17,11,12,13,14,14,14,15,15,16,16,16,0,0,3
"2210",5537,13,-239,-280,-1,18620,9129,-1187,-758,707,-18,-779,599,1,39,1,12,2,3,0,0,15.2013759613037,16,1983,16,10,11,12,13,14,14,14,15,15,15,0,0,0,3
"2211",5538,-864,-56,-1030,-147,17487,4787,-1396,-550,170,-637,-1006,-1734,1,18,1,12,4,1,0,1,37.5,12,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"2212",5540,728,436,628,1322,15835,6445,-1156,-372,787,426,-625,1644,2,25,1,17,4,2,1,0,43.1259918212891,12,1983,16,10,11,12,13,14,15,15,15,15,15,0,0,0,3
"2213",5543,68,65,173,851,25729,11534,-1563,-706,870,214,-325,418,2,30,1,14,4,1,1,0,82.7014923095703,12,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"2214",5544,191,664,469,925,22719,9809,-455,-388,359,140,-318,618,2,23,1,13,4,2,1,0,77.7249984741211,18,1983,16,10,10,11,12,13,14,15,16,17,17,0,0,0,3
"2215",5570,-989,-2523,-2590,-1526,16077,3979,-1997,-1906,-1282,-1064,-1706,-1590,2,30,1,18,4,1,0,0,38.8348503112793,NA,1983,16,9,10,11,12,12,12,12,12,12,12,0,0,0,3
"2216",5571,613,118,192,649,21281,6915,-1488,-1271,546,61,187,-360,2,29,1,20,4,1,0,0,50.7427749633789,16,1981,18,10,11,12,13,14,15,15,15,15,15,15,15,0,3
"2217",5606,77,-448,-504,-655,14255,6428,-1160,-395,60,-537,-1011,-558,2,17,1,10,4,3,1,0,17.3791313171387,9,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"2218",5615,-851,132,-553,351,19840,9111,-1025,-1203,877,202,-551,939,2,35,1,18,4,1,1,0,96.39892578125,12,1981,18,11,11,11,11,11,11,11,11,12,12,12,12,0,3
"2219",5616,-335,-189,-435,-418,15683,6549,-1162,-995,388,191,-1144,243,2,28,1,17,4,2,0,1,30.6342277526855,18,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"2220",5618,1879,644,787,1065,16051,5185,-495,536,377,338,321,287,2,21,1,18,4,1,0,0,9.26805019378662,16,1980,19,11,12,13,14,14,14,14,14,14,14,14,14,14,3
"2221",5620,-1517,-752,-945,-200,17828,9342,-1310,-1787,-696,-1436,-1250,-422,2,34,1,12,4,1,0,0,102.11408996582,12,1983,16,11,12,13,14,14,15,16,16,17,18,0,0,0,3
"2222",5628,-359,-389,-369,286,19802,12333,-1118,-1218,-891,-945,-627,235,2,17,1,14,1,2,0,0,8.15317249298096,12,1982,17,11,12,13,14,14,14,14,14,14,14,14,0,0,3
"2223",5629,-406,-1521,-727,-1145,15340,5092,-1342,-753,-817,-1408,-437,-1951,1,24,1,12,1,1,0,0,23.6012897491455,12,1983,16,11,11,12,12,12,12,12,12,12,12,0,0,0,3
"2224",5632,-1239,-1150,-877,-544,24544,5048,-1801,-1500,-814,-1529,-1675,-1975,2,20,1,13,1,3,0,1,23.708568572998,NA,1983,16,11,12,12,13,13,13,13,13,13,13,0,0,0,3
"2225",5645,-56,92,24,867,10231,7745,-551,-897,200,-40,-542,-993,2,22,1,12,4,2,0,0,4.86257600784302,12,1983,16,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"2226",5651,-998,-659,-520,-541,18963,4802,-604,-621,-289,-18,-325,713,1,24,1,12,2,2,1,1,7.75326442718506,12,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"2227",5652,392,288,94,217,18707,8284,-581,-658,467,4,604,1072,1,26,1,12,2,2,1,1,112.5,12,1982,17,11,12,13,14,15,16,16,17,17,18,19,0,0,3
"2228",5657,144,-77,343,1079,24696,4705,-320,-417,-348,-324,-1282,-689,1,20,1,12,4,2,0,1,76.5110931396484,8,1980,19,10,10,11,12,13,13,13,13,14,15,16,16,16,3
"2229",5664,-1552,-2119,-1381,-1662,7798,1154,-1129,-1234,-1789,-2666,-1634,-930,2,23,1,9,4,4,1,0,25,11,1983,16,9,9,9,9,9,9,9,9,9,9,0,0,0,3
"2230",5669,600,-663,494,-228,22739,6539,-1619,-557,-874,-932,-242,-1203,1,35,1,14,4,2,1,1,47.4171371459961,16,1982,17,10,11,12,13,14,14,14,14,14,14,14,0,0,3
"2231",5680,854,-270,305,-791,10293,3870,592,1358,-382,1506,2513,437,1,24,1,13,4,2,1,1,47.6059455871582,14,1981,18,10,11,12,12,12,12,12,12,13,13,14,0,0,3
"2232",5681,-150,-1124,-1366,-735,9937,2491,-525,-1095,-372,-390,-581,371,2,27,1,13,4,2,1,1,47.6059455871582,14,1983,16,10,11,12,13,14,14,14,14,14,14,0,0,0,3
"2233",5689,660,-116,-164,455,14315,3013,-472,-88,-857,-575,-170,-665,1,25,1,10,4,6,1,1,25.8442153930664,9,1982,17,11,11,11,11,11,11,11,11,11,11,11,0,0,3
"2234",5691,-891,114,-877,-930,19191,4134,-1505,-1003,19,-482,-849,489,2,19,1,12,4,1,0,0,181.633148193359,NA,1982,17,10,11,11,11,11,11,11,11,11,11,11,0,0,3
"2235",5695,333,116,707,1070,17301,12304,-359,-377,678,441,0,1198,2,40,1,9,4,1,0,0,2.11600041389465,6,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"2236",5697,-154,-518,-969,162,19914,9391,-689,-794,906,-764,-1127,430,2,35,1,10,4,2,1,0,82.6045150756836,16,1981,18,10,11,12,13,14,15,15,16,16,16,16,16,0,3
"2237",5701,-926,-972,-811,-1152,13885,2033,-805,-765,-805,-897,-927,-1658,1,21,1,11,4,3,0,1,37.5475082397461,NA,1983,16,9,10,11,11,11,11,11,11,11,11,0,0,0,3
"2238",5704,-466,-670,-1273,-355,21070,4760,-1189,-652,-479,-958,-850,-1941,1,20,1,12,4,1,1,0,34.0380325317383,12,1983,16,11,12,13,13,13,13,13,13,13,13,0,0,0,3
"2239",5709,-1162,-1994,-1185,-2271,8175,2808,-768,-923,-757,-1428,-1980,-1820,1,22,1,12,4,1,0,1,60.7422904968262,8,1980,19,9,9,9,9,9,9,9,9,9,9,9,9,9,3
"2240",5713,-141,-60,980,235,28444,12964,-854,-727,804,-55,-456,-116,1,23,1,15,4,3,1,0,79.7079925537109,19,1980,19,11,11,12,13,14,15,15,16,17,17,0,0,0,3
"2241",5714,-1165,-1788,-1148,-1046,8876,3403,-957,-1306,-494,-2008,-2111,-1624,2,26,1,15,4,3,1,0,79.7079925537109,19,1983,16,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"2242",5715,-1372,-868,-734,-1272,15280,3489,243,37,-883,-601,-672,-1038,1,26,1,12,4,3,1,0,28.9813117980957,10,1980,19,10,11,12,12,12,12,12,12,12,12,12,12,12,3
"2243",5716,-183,-29,-1176,-1789,12030,-2259,-1104,-1053,-1071,-2306,-174,-1681,1,29,1,11,1,2,0,0,6.03376865386963,11,1982,17,10,10,10,10,10,10,10,10,10,10,10,0,0,3
"2244",5724,211,-336,-36,-126,25979,6096,-197,-489,931,106,-248,-556,1,21,1,13,1,2,0,0,32.2465438842773,12,1981,18,11,12,13,14,15,16,16,17,17,17,17,17,0,3
"2245",5725,19,-601,-106,270,18452,6997,-1509,-1684,-152,-1431,-552,-468,2,21,1,13,1,2,0,0,28.3111896514893,12,1981,18,10,11,12,13,14,15,15,16,16,16,16,16,0,3
"2246",5726,-1853,-2485,-2607,-1810,10062,2770,-1829,-1667,-1582,-2450,-2321,-1132,1,27,1,8,1,3,1,0,24.0454750061035,12,1982,17,8,8,8,8,8,8,8,8,8,8,8,0,0,3
"2247",5730,-1603,-1823,-2747,-2097,17210,-417,-1417,-1873,-607,-1236,-1450,-1440,1,24,1,10,2,2,0,0,37.5,12,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"2248",5731,-161,166,-1284,-1312,21098,3181,-365,-854,325,165,-1505,-2000,1,43,1,11,4,1,1,0,8.5,11,1982,17,11,12,13,14,15,16,17,17,17,17,17,0,0,3
"2249",5733,-893,-1366,-1611,-732,15597,6222,-1929,-1298,-532,-754,-1566,-2063,2,20,1,10,1,2,1,0,34.5242881774902,12,1983,16,11,12,13,14,15,15,15,16,17,17,0,0,0,3
"2250",5735,-1127,-1096,-1420,-1194,16936,9861,-856,-907,-1104,-2084,-960,-1486,2,27,1,11,4,1,0,0,9.04547500610352,8,1981,18,9,9,9,9,9,9,9,9,9,9,9,9,0,3
"2251",5742,-1748,-140,-1331,-1193,15053,6784,-1115,-1642,-547,-1480,-1582,-614,1,24,1,8,4,2,0,1,12.4614810943604,11,1980,19,8,8,8,8,8,8,8,8,8,8,8,8,8,3
"2252",5748,-479,-468,-324,-732,13401,9055,-1194,-730,-223,-434,-540,391,2,31,1,8,4,2,1,1,6.81199979782104,8,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"2253",5765,-441,-77,-926,-1446,22353,5293,-910,-1430,581,-923,-754,-1838,1,26,1,16,1,2,1,0,27.8924331665039,12,1980,19,11,12,13,14,15,16,16,17,17,17,17,17,17,3
"2254",5768,-750,-575,-951,201,19635,7780,-1787,-1896,206,-309,-1539,715,2,28,1,16,1,2,1,0,151.712371826172,16,1983,16,11,12,13,14,15,15,0,0,0,0,0,0,0,3
"2255",5769,442,1208,107,725,25624,12104,-742,-1109,1746,-92,-641,19,1,22,1,14,1,3,1,0,78.3911972045898,14,1981,18,12,13,14,15,16,16,16,16,16,17,18,18,0,3
"2256",5770,-904,-2708,-1292,-877,11222,1760,-871,-1522,-1369,-1709,-897,-893,2,24,1,8,1,3,0,0,17.5936889648438,12,1981,18,8,9,10,11,12,12,12,12,12,12,12,12,0,3
"2257",5776,227,-641,-1158,-758,18056,3549,-777,-1072,-271,-1422,-1729,-1899,1,32,1,14,4,3,1,1,23.6012897491455,12,1982,17,10,11,12,13,13,13,13,13,13,13,13,0,0,3
"2258",5790,333,233,459,1295,18604,8026,-977,-626,69,115,-18,-159,1,31,1,16,4,2,1,0,8.5822868347168,14,1980,19,10,11,12,13,13,14,14,15,16,17,17,18,18,3
"2259",5791,-2262,-2839,-2434,-1496,4249,3027,-1846,-1864,-948,-2294,-2563,-1583,1,20,1,11,4,2,1,0,16.4136238098145,7,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"2260",5793,540,-192,252,-680,13248,5255,-658,-654,-381,0,-1178,-258,1,30,1,12,4,1,1,0,80.1170654296875,13,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"2261",5796,-153,245,551,656,14934,11010,-491,-1094,120,-1478,-107,75,2,28,1,16,4,2,1,0,41.4095344543457,12,1982,17,11,12,13,14,15,15,16,16,16,16,16,0,0,3
"2262",5800,11,-321,-1211,-837,8510,4756,-1004,-1203,-501,-288,-1048,-460,2,24,1,14,4,4,0,0,17.8514709472656,12,1983,16,9,9,9,9,9,9,9,9,9,9,0,0,0,3
"2263",5802,1296,-16,796,1076,20979,6918,-249,139,148,179,513,-704,1,24,1,10,4,1,1,0,46.666187286377,14,1981,18,10,11,12,13,14,14,15,15,15,15,16,16,0,3
"2264",5804,-1534,-2648,-2610,-2189,-6061,2195,-1885,-2145,-1810,-2184,-2438,-1721,1,34,1,14,1,1,0,0,0.772405862808228,12,1983,16,10,11,12,12,12,12,0,0,0,0,0,0,0,3
"2265",5807,-1889,-1833,-1742,-1957,12471,-1209,-2470,-1018,-1240,-813,-827,-1370,2,17,1,13,1,2,1,0,23.090950012207,14,1982,17,10,10,10,10,10,10,10,11,11,11,11,0,0,3
"2266",5808,-362,-468,-944,96,26284,8197,-838,-883,-381,-133,-704,219,2,22,1,12,1,3,0,0,3.75475072860718,11,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"2267",5809,-399,-2037,-793,-552,8710,2741,590,-842,-1223,-431,-762,-1754,1,23,1,12,1,3,0,0,3.75475072860718,11,1982,17,10,11,12,12,12,12,12,12,12,0,0,0,0,3
"2268",5811,-243,-99,91,437,19092,8651,-1189,-885,-359,-153,-1088,149,2,20,1,12,4,2,0,1,44.7539176940918,12,1982,17,10,10,10,11,11,11,11,11,11,11,11,0,0,3
"2269",5814,-1467,-750,-922,-1088,23634,8632,-1765,-1323,-1088,-1949,-2008,-1174,2,24,1,11,1,3,0,0,6.74759340286255,10,1980,19,8,8,8,8,8,8,8,8,8,8,8,8,8,3
"2270",5815,-1635,-2025,-2407,-1574,16775,7387,-1837,-1023,-2214,-2319,-2270,-2279,1,25,1,11,1,3,0,0,30.63356590271,10,1981,18,6,6,6,6,6,6,6,6,6,0,0,0,0,3
"2271",5818,-74,178,-718,34,23294,10011,-1109,-1570,1338,14,-553,360,2,37,1,12,1,2,0,1,16.101432800293,NA,1980,19,11,12,13,14,15,16,16,16,16,16,16,16,16,3
"2272",5823,-589,-933,-1360,-2364,12108,2218,-1823,-1619,-2377,-2461,-2045,-1453,1,18,1,11,1,5,0,1,11.2191953659058,NA,1983,16,9,9,9,9,9,9,9,9,9,9,0,0,0,3
"2273",5828,-599,-907,-736,-1257,22406,3694,-1672,-1210,-1073,-2020,-1477,-1655,1,19,1,12,1,3,0,1,40,9,1982,17,9,9,9,9,9,9,9,9,9,9,9,0,0,3
"2274",5830,-1852,-1304,-1679,-1230,15175,8686,-1155,-1372,-380,-1507,-2413,-2303,2,24,1,12,1,2,0,0,3.84656691551208,NA,1982,17,9,9,9,9,9,9,9,9,9,9,9,0,0,3
"2275",5831,-1926,-1454,-2084,-1297,17714,969,-942,-1332,-1809,-1215,-1216,-1512,1,30,1,10,1,2,1,1,56.213981628418,11,1980,19,9,10,11,12,13,14,14,14,14,14,14,14,14,3
"2276",5837,-728,-597,-1588,-1521,14957,4165,-804,-486,-903,-531,-1238,-302,1,26,1,13,4,2,0,1,56.1627502441406,7,1983,16,10,11,11,11,11,11,11,11,11,11,0,0,0,3
"2277",5838,712,-393,549,452,12379,3401,269,51,393,378,171,-1236,1,24,1,18,4,2,1,1,54.7120819091797,18,1981,18,10,11,12,13,14,15,16,17,17,17,17,17,0,3
"2278",5839,-237,-40,-100,61,15532,9018,-1414,-1349,584,-1956,-907,-224,2,25,1,18,4,2,1,1,54.7120819091797,18,1982,17,10,11,12,13,14,15,16,17,17,17,17,0,0,3
"2279",5840,-938,-152,-757,-244,17096,7371,-1660,-1252,16,-924,-1155,-1009,2,27,1,14,1,1,0,1,72.3638000488281,15,1981,18,11,12,13,14,15,15,15,15,15,16,16,16,0,3
"2280",5841,-1631,-3017,-1635,-1579,1881,1409,-952,-730,-2477,-1628,-2796,-1991,1,31,1,12,1,2,1,1,57.3483123779297,16,1981,18,10,10,10,10,10,10,10,10,10,10,10,10,0,3
"2281",5842,430,457,213,408,23536,8741,-566,-387,821,-217,-313,-286,1,24,1,18,4,5,1,1,42.5,14,1982,17,11,12,13,14,14,15,16,16,16,16,16,0,0,3
"2282",5843,16,-772,317,-168,16035,8050,-1122,-618,-408,-628,-588,-1212,2,25,1,16,1,2,1,1,35,16,1982,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"2283",5844,-731,-788,-742,-1452,14355,4966,-1525,-1644,-365,-1166,-878,-1839,2,20,1,12,1,2,1,0,37.5,12,1983,16,10,11,12,13,14,15,0,0,0,0,0,0,0,3
"2284",5851,-1895,-946,-1678,-1419,20229,7309,-1784,-1812,-1054,-1914,-1469,-1629,2,19,1,11,1,1,0,1,6.9881272315979,NA,1981,18,8,9,10,10,10,10,10,10,10,10,10,10,0,3
"2285",5853,-1058,-76,-1105,-710,25238,-4297,-1950,-1157,-494,-1280,-1422,-1351,2,37,1,12,1,4,0,1,41.3079986572266,12,1982,17,11,12,12,13,13,14,14,14,14,15,16,0,0,3
"2286",5854,-706,7,-612,353,19521,3211,-1133,-1474,-367,-838,-673,-798,2,38,1,12,1,4,0,1,5.51411962509155,12,1983,16,11,12,13,14,15,16,16,17,18,19,0,0,0,3
"2287",5855,-1264,-464,-927,-837,15698,1386,-893,-2026,-859,-1775,-992,-704,2,38,1,12,1,4,0,1,5.51411962509155,12,1983,16,11,12,13,13,14,14,15,15,16,17,0,0,0,3
"2288",5859,404,202,358,322,11877,8368,-170,-553,602,-238,-474,633,2,22,1,12,4,2,1,0,56.6430969238281,13,1980,19,10,11,12,12,13,13,13,13,13,13,13,13,13,3
"2289",5860,958,442,414,1302,21698,9420,-1074,-728,1186,-93,127,341,2,32,1,11,4,1,1,0,17.2128505706787,9,1982,17,11,12,13,14,14,14,14,15,16,17,17,0,0,3
"2290",5861,1504,1525,728,1014,22075,4507,21,71,1692,1330,394,754,1,22,1,12,4,4,1,0,57.5,11,1982,17,11,12,13,14,15,16,16,0,0,0,0,0,0,3
"2291",5866,408,604,-154,-1607,23810,10573,26,-325,1004,302,-517,-906,1,31,1,13,4,2,0,0,34.3600692749023,16,1980,19,11,12,12,12,12,12,12,12,13,13,13,13,13,3
"2292",5867,593,-1,-88,-117,11492,5878,-29,161,-444,544,769,-217,1,25,1,15,4,1,1,0,72.0912094116211,13,1982,17,10,11,12,12,12,12,12,13,14,15,15,0,0,3
"2293",5868,437,129,-199,295,18021,8149,-285,-258,406,-30,406,205,1,26,1,9,4,2,0,0,33.3766326904297,NA,1982,17,9,9,9,9,9,9,9,9,9,9,9,0,0,3
"2294",5869,-951,-1108,-2248,-1926,8859,1492,-817,-336,-730,128,-2190,-1535,1,29,1,12,4,1,0,0,32.1889915466309,NA,1982,17,8,8,8,8,8,8,8,8,8,8,8,0,0,3
"2295",5870,-284,-397,-482,-886,17381,8911,-950,-1411,86,-931,-886,-10,2,26,1,12,4,1,1,0,60.6124038696289,12,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"2296",5875,-162,19,-675,405,18907,8049,-712,-1361,302,-217,-891,1289,2,20,1,14,4,1,0,0,14.6278257369995,14,1981,18,9,9,9,9,9,9,9,9,9,9,9,9,0,3
"2297",5877,-35,60,-19,488,26024,7605,-956,-811,927,-197,-85,-194,2,20,1,12,4,2,1,0,45,12,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"2298",5878,-1081,-278,-272,-46,22444,10549,-1346,-909,823,-990,-483,-62,2,26,1,17,4,3,1,0,301.530670166016,14,1981,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"2299",5879,-781,-70,-813,-795,13874,8234,-1023,-1555,340,-1029,-1158,-212,2,28,1,17,4,3,1,0,91.1867980957031,14,1982,17,10,11,12,13,14,14,15,15,15,15,15,0,0,3
"2300",5881,235,-1307,404,203,19987,10470,-916,-455,854,-55,-549,28,2,20,1,12,4,2,1,0,98.5135116577148,14,1980,19,12,12,12,12,12,12,12,12,12,12,13,13,13,3
"2301",5884,-63,473,273,171,21390,4462,-689,-1168,890,-184,-40,560,2,23,1,14,4,4,1,0,52.4203071594238,13,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"2302",5885,-604,-502,-1735,-1524,14064,3538,-1853,-1682,-425,-1263,-2464,-128,2,24,1,14,4,4,1,0,15.5065288543701,13,1981,18,11,12,12,12,12,12,13,13,13,13,13,13,0,3
"2303",5886,-558,-38,251,-39,17442,9658,-1133,-87,760,-209,-597,53,2,25,1,14,4,4,1,0,50.2377319335938,13,1982,17,9,9,9,9,10,10,10,10,10,11,11,0,0,3
"2304",5890,-397,-532,-854,272,22295,8619,-982,-763,590,-924,-1555,-412,2,20,1,13,1,3,1,0,49.6208915710449,16,1981,18,11,12,13,14,15,15,15,16,16,17,17,17,0,3
"2305",5894,-128,-1123,-936,-653,10591,-3473,-322,176,-627,-398,-698,-994,1,22,1,13,2,2,1,1,42.9114379882812,12,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"2306",5898,-223,-334,497,-116,16393,10932,-1153,-1115,643,-279,-180,732,2,30,1,16,4,1,1,1,97.3001403808594,15,1983,16,11,12,13,14,15,16,17,17,18,18,0,0,0,3
"2307",5899,-897,-1148,-508,-1551,19643,7495,-909,-939,-563,-2081,-2297,-1894,1,20,1,12,1,3,0,1,17.5,12,1982,17,8,9,9,9,9,9,9,9,9,9,9,0,0,3
"2308",5901,-1955,-628,-1190,-553,9442,6933,-1242,-1265,-1105,-1648,-1466,-951,2,15,1,8,4,3,0,1,6.05909490585327,NA,1980,19,7,7,7,7,7,7,7,7,7,7,7,7,7,3
"2309",5902,-983,-1028,-1027,-733,17729,4313,-1783,-1072,-691,-1372,-1404,-1877,2,17,1,14,1,3,0,1,67.7118453979492,NA,1982,17,11,11,11,11,11,11,11,11,11,11,11,0,0,3
"2310",5906,730,375,-412,524,20786,8311,-305,-705,338,133,-652,-68,1,27,1,16,4,3,1,1,48.2753639221191,16,1981,18,10,11,12,13,14,15,15,16,16,17,17,17,0,3
"2311",5914,-1163,-1307,-2337,-1671,11296,6074,-2363,-1410,-1409,-1949,-2049,-1336,2,18,1,12,1,2,1,0,27.8924331665039,11,1981,18,10,11,11,12,12,12,12,12,12,12,12,12,0,3
"2312",5915,137,-275,126,603,20785,10686,-325,-1436,811,-187,-550,242,2,24,1,12,1,2,1,0,108.752456665039,12,1981,18,11,12,13,14,15,16,16,16,17,17,17,17,0,3
"2313",5916,-1125,-833,-1261,-1009,14096,5315,-1507,-2102,-680,-2067,-2287,-565,2,27,1,12,1,2,1,0,48.2753639221191,12,1983,16,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"2314",5930,-597,-18,-256,114,23478,6094,-1605,-1394,277,-1445,-712,-905,2,19,1,12,1,1,0,1,1.91438639163971,12,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"2315",5933,-766,248,-982,-414,18253,7167,-1429,-1541,80,-1302,-1008,-1304,2,17,1,10,1,2,0,1,28.3215484619141,10,1981,18,10,11,12,12,12,12,12,12,13,14,14,14,0,3
"2316",5934,-1507,-2336,-1745,-1778,16008,4942,-1874,-2367,-699,-2203,-2301,-1750,2,18,1,12,1,2,0,1,19.3101463317871,8,1981,18,10,11,11,12,13,13,13,13,13,13,13,13,0,3
"2317",5935,-808,-546,-764,-1143,17337,4243,-939,-935,-454,-355,-812,539,1,19,1,12,1,1,0,1,17.5,11,1982,17,10,11,11,11,11,11,11,11,11,11,11,0,0,3
"2318",5938,328,-943,-388,-62,19583,8272,-200,-1510,357,-562,-621,-1187,2,25,1,9,1,1,0,1,26.8196468353271,NA,1980,19,11,12,13,13,13,13,13,13,13,13,13,13,13,3
"2319",5941,316,1250,675,1188,25751,8873,-1389,-1063,1528,-32,432,771,1,20,1,12,1,3,0,1,60.6047744750977,12,1981,18,11,12,13,14,14,14,14,14,15,15,15,0,0,3
"2320",5942,-835,-452,-840,-493,13932,7063,-1169,-1779,-420,-475,-309,-160,2,22,1,12,1,3,0,1,42.3836250305176,12,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"2321",5943,-1328,-575,-1460,-2086,13800,8243,-1566,-1650,14,-693,-1185,-1079,2,24,1,12,1,1,0,1,48.2753639221191,NA,1982,17,11,12,12,12,12,12,12,13,13,13,13,0,0,3
"2322",5945,549,-63,476,807,19159,8369,-1158,-1444,58,-619,-1105,293,2,22,1,14,1,3,0,1,55.7848663330078,14,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"2323",5947,341,-1665,-274,-660,14322,491,-1855,-1510,-499,-721,-1276,-2007,1,23,1,14,1,3,1,1,55.7848663330078,14,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"2324",5949,30,-131,-1065,-415,23105,8363,-1470,-1343,1030,-310,-542,68,2,24,1,12,1,2,1,1,55.4251365661621,16,1981,18,11,12,13,14,15,15,15,15,16,17,17,17,0,3
"2325",5950,458,-626,9,874,19018,7010,-607,-1323,-288,-932,-312,-157,1,23,1,12,1,2,1,1,88.0135955810547,12,1983,16,11,12,13,14,15,16,16,17,18,18,0,0,0,3
