"","recid","ASVAB_GS","ASVAB_AR","ASVAB_WK","ASVAB_PC","ASVAB_NO","ASVAB_CS","ASVAB_AI","ASVAB_SI","ASVAB_MK","ASVAB_MC","ASVAB_EI","ASVAB_AO","sex","moth_age_birth","cross_sction","med","race","nsib","nuclear","urban","income","fed","yob","AGE_ASVAB","acgrd_1","acgrd_2","acgrd_3","acgrd_4","acgrd_5","acgrd_6","acgrd_7","acgrd_8","acgrd_9","acgrd_10","acgrd_11","acgrd_12","acgrd_13","_merge"
"885",2384,-115,123,-308,622,30801,12719,-1651,-1063,1379,-285,-636,264,1,22,1,14,4,2,1,1,31.0130577087402,14,1981,18,11,12,13,14,15,16,16,17,18,18,18,18,0,3
"886",2385,-710,-587,-1165,-235,22391,4374,-1020,-1288,469,-758,-1010,-1195,1,24,1,14,4,2,1,1,25.7716522216797,14,1983,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"887",2392,248,854,-620,638,22191,11916,-1188,-714,1383,-501,-408,794,2,32,1,12,4,2,1,1,301.530670166016,17,1981,18,11,12,13,14,15,16,16,0,0,0,0,0,0,3
"888",2393,-663,-226,-974,-1032,19853,8726,-411,-485,138,-406,-392,-332,1,34,1,12,4,2,1,1,101.244171142578,17,1983,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"889",2396,874,1243,777,460,21563,12045,-862,-929,1305,787,-245,1128,2,29,1,16,4,1,1,1,112.642517089844,16,1980,19,11,11,12,13,14,15,16,16,16,16,16,16,16,3
"890",2397,1031,209,391,991,14125,6822,-657,161,785,945,1231,977,1,24,1,14,4,3,1,1,53.8593444824219,19,1981,18,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"891",2398,-81,-378,184,-56,12112,4936,-646,100,-1291,580,346,341,1,26,1,14,4,3,1,1,26.4280815124512,19,1982,17,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"892",2399,-1257,-611,-144,-728,18519,5111,-1793,-1293,-482,-1733,-1556,-1305,2,29,1,12,4,3,1,0,78.4206466674805,16,1982,17,11,12,13,14,15,15,15,15,15,15,15,0,0,3
"893",2400,212,-774,-1063,-1447,18207,4434,-1107,-1521,-279,-351,-1421,-344,2,29,1,12,4,3,1,0,78.4206466674805,16,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"894",2401,-495,-1084,-691,-778,20797,4417,-1403,-1548,-232,-975,-1092,-132,2,29,1,12,4,3,1,0,78.4206466674805,16,1982,17,11,12,13,14,15,15,16,17,17,0,0,0,0,3
"895",2407,722,347,-153,533,22069,3416,177,105,936,818,1260,969,1,20,1,16,4,2,1,0,33.2762107849121,12,1980,19,11,12,12,12,12,13,13,13,13,13,13,13,13,3
"896",2409,411,-1031,-321,13,16052,5472,-525,-1137,203,185,-422,572,1,23,1,12,4,4,0,0,42.822395324707,12,1981,18,10,11,12,13,13,13,13,13,13,13,13,13,0,3
"897",2410,-473,-1627,-864,-195,16251,3286,-1754,-987,-600,-1695,-1742,-2152,1,25,1,12,4,4,0,0,42.822395324707,12,1983,16,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"898",2411,-959,-473,-1263,-434,11821,3474,-738,-590,-886,-625,-711,-602,1,30,1,12,4,4,1,1,62.7999992370605,14,1982,17,10,10,10,11,11,11,11,11,11,11,11,0,0,3
"899",2412,642,193,1194,695,20701,8570,-791,-777,693,-474,-60,431,2,30,1,12,4,1,1,1,69.5422744750977,16,1980,19,10,11,12,13,14,15,15,15,15,15,15,15,15,3
"900",2415,154,-590,665,8,19754,9165,-1179,-1498,176,-967,-293,665,2,33,1,12,4,2,0,1,41.7273139953613,NA,1980,19,12,13,13,13,14,15,16,17,18,19,19,19,19,3
"901",2416,-307,1382,-41,805,30276,11307,-1233,-1241,1535,-506,-622,-1569,2,27,1,12,4,2,1,1,47.853630065918,14,1980,19,12,13,14,15,15,15,15,15,15,15,15,15,15,3
"902",2421,1469,12,886,1753,13163,6943,-1526,-348,-583,495,55,-162,1,23,1,17,4,2,0,1,42.4866142272949,18,1980,19,10,11,12,13,13,13,13,13,13,13,13,13,13,3
"903",2422,1560,753,1505,1696,18636,9729,81,795,1439,733,1129,1367,1,24,1,17,4,2,0,1,42.4866142272949,18,1981,18,10,10,10,10,11,12,13,13,13,13,13,13,0,3
"904",2423,444,665,199,211,24237,7599,-933,-773,1432,-32,-1133,1220,1,23,1,16,4,2,1,1,85.9301528930664,13,1980,19,10,11,12,12,12,13,14,15,15,0,0,0,0,3
"905",2425,628,546,76,286,12216,10325,-967,-620,1501,572,-124,707,1,29,1,12,4,1,1,1,64.7733459472656,13,1980,19,11,12,13,14,15,15,16,16,16,16,16,16,16,3
"906",2433,-956,-1840,-1535,-1377,10274,3201,-1321,-1298,-910,-520,-1765,-772,2,32,1,12,4,2,0,0,118.650123596191,10,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"907",2434,1362,1155,232,330,34991,12956,696,-27,1581,1522,1293,-258,1,20,1,12,4,2,1,0,67.1755599975586,13,1980,19,11,12,13,14,15,16,16,16,16,16,16,16,16,3
"908",2435,726,-395,-88,559,20564,3934,-758,-482,101,-417,-409,16,2,23,1,12,4,2,1,0,81.5317306518555,13,1983,16,10,11,12,13,14,15,15,15,15,15,0,0,0,3
"909",2441,-386,-529,-632,-471,20360,8510,-909,-1517,-95,-979,-1428,-1051,1,27,1,12,1,2,1,1,60.2905693054199,16,1981,18,10,11,12,13,14,15,16,16,16,16,16,16,0,3
"910",2442,25,-833,-25,-1122,19319,4224,-425,147,-1109,-1135,680,421,1,19,1,13,2,3,1,1,41.3507461547852,9,1982,17,9,9,9,9,9,9,9,9,9,9,9,0,0,3
"911",2445,-687,-576,-589,-140,13972,5707,-1375,-1465,-1149,-200,-1357,-652,2,18,1,11,4,4,0,1,1,12,1982,17,9,9,9,9,9,9,9,9,9,9,9,0,0,3
"912",2447,-65,-448,17,-882,14123,4740,-304,519,-566,-1121,-333,-1704,1,32,1,10,4,1,0,1,36.3682556152344,NA,1980,19,9,9,9,10,10,10,11,11,12,12,12,12,12,3
"913",2452,-811,-362,-1171,-776,10769,3582,-809,-1033,-271,-764,-1625,16,2,26,1,10,4,2,0,1,28.7220821380615,NA,1982,17,8,8,8,8,8,8,8,8,0,0,0,0,0,3
"914",2455,-1365,-1593,-1846,-1948,3313,-4854,-1848,-1878,-2689,-1775,-2472,-1458,1,22,1,12,2,3,0,1,70.8044128417969,8,1983,16,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"915",2456,267,-197,38,-317,17522,7628,-677,-1518,-420,-690,-686,-272,2,19,1,12,4,3,0,1,18.3999996185303,12,1982,17,8,8,8,8,8,8,8,8,8,8,8,0,0,3
"916",2457,-67,-374,-310,-607,14041,7059,-1498,-853,-969,-104,-769,115,2,20,1,12,4,3,0,1,40.631591796875,12,1983,16,9,9,9,9,9,9,9,9,9,10,0,0,0,3
"917",2459,1679,1150,652,513,23952,8401,41,198,1531,455,358,641,1,25,1,12,4,3,1,1,83.6772994995117,16,1981,18,12,13,14,15,16,16,16,16,16,16,16,16,0,3
"918",2460,1307,993,213,853,19716,8014,-722,-402,1089,416,-424,98,1,27,1,12,4,3,1,1,83.6772994995117,16,1983,16,8,8,8,8,8,8,8,8,8,8,0,0,0,3
"919",2461,1270,1475,-158,740,21213,8899,-251,127,1387,154,436,663,1,28,1,16,4,3,1,1,77.75,16,1982,17,11,12,13,14,15,16,16,16,17,17,18,0,0,3
"920",2462,20,-443,-361,-628,20457,11877,-1481,-1115,127,-981,-791,-997,2,26,1,16,4,3,1,1,87.8703308105469,17,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"921",2464,1049,1752,831,1336,30205,6050,-1001,-890,1495,323,-259,628,2,25,1,14,4,4,1,1,115.01636505127,14,1980,19,11,12,13,14,14,15,15,15,15,15,15,15,15,3
"922",2465,-391,-852,-399,-862,19787,4407,-1355,-843,1364,-137,-1007,1004,2,28,1,14,4,4,1,1,78.5,14,1982,17,11,12,12,13,14,15,16,16,16,16,17,0,0,3
"923",2468,879,582,-236,335,21522,7862,-729,-647,1234,109,82,1435,1,26,1,12,4,3,1,1,75.2559280395508,18,1982,17,10,11,12,13,14,15,15,15,15,15,15,0,0,3
"924",2470,1251,1104,368,920,21304,8199,-640,191,1121,829,310,1154,1,32,1,12,4,2,1,1,32.5,13,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"925",2473,-12,-137,-595,289,18435,7621,-1066,-1204,806,-780,-921,-669,2,19,1,12,4,3,0,1,55.8170509338379,NA,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"926",2475,-1109,73,-472,-86,16179,8875,-1230,-1723,518,-997,-1237,-1115,2,24,1,14,2,3,1,1,115.390830993652,13,1980,19,11,12,12,12,12,12,12,12,13,13,13,13,13,3
"927",2476,-530,-445,-396,421,19656,4935,-1062,-942,1289,-154,-711,1172,2,27,1,14,4,3,1,1,94.8202285766602,13,1983,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"928",2480,866,1763,586,1164,30840,14462,-1546,-775,1947,433,-209,1114,1,34,1,20,4,2,1,1,160.234130859375,20,1981,18,11,12,13,14,15,16,17,17,17,17,17,17,0,3
"929",2482,1138,-105,418,212,24257,4596,-944,-178,1102,191,-283,604,2,28,1,14,4,2,1,0,57.8446159362793,12,1981,18,11,12,13,14,14,15,16,16,16,16,16,16,0,3
"930",2483,310,149,-176,-251,20053,3324,-686,311,1137,178,1024,413,1,24,1,12,4,2,0,0,83.6772994995117,10,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"931",2484,-888,-1250,-807,-1335,3866,1633,-1036,372,-2058,-1755,-1358,-1895,1,24,1,12,4,2,0,0,83.6772994995117,10,1983,16,10,11,12,13,14,14,14,14,14,14,0,0,0,3
"932",2485,-541,771,344,-602,29821,10030,-1535,-495,30,70,-78,33,1,36,1,12,4,1,1,1,72.9386367797852,12,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"933",2489,1255,1003,1239,607,18644,7450,-385,-253,1752,129,-438,-599,2,27,1,15,4,1,1,1,76.7172241210938,18,1980,19,11,12,13,14,15,15,15,15,15,15,15,15,15,3
"934",2495,315,1131,72,867,25813,11311,-584,-711,2019,736,-189,733,2,33,1,14,4,1,1,1,84.4282531738281,18,1980,19,11,12,13,14,15,16,17,18,19,19,0,0,0,3
"935",2500,-744,-416,-1675,-834,16422,9326,-1484,-866,191,-722,-1005,-594,1,22,1,13,4,4,1,1,38.7436637878418,12,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"936",2509,-725,-474,-717,778,6012,3729,-1101,-689,-560,-363,-143,321,2,23,1,13,4,3,0,NA,13.0987157821655,11,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"937",2510,33,501,-472,560,20164,8178,-856,-826,335,-395,337,1055,2,26,1,13,4,3,0,NA,8.75263690948486,11,1983,16,11,12,12,13,13,13,13,13,13,13,0,0,0,3
"938",2513,-313,404,363,724,19716,11821,-414,-938,827,-704,-211,-483,1,25,1,12,4,2,1,0,54.7796669006348,12,1980,19,11,12,13,14,15,16,16,16,16,16,16,16,16,3
"939",2514,924,1216,296,588,28090,11547,-590,-100,1293,1047,-396,488,1,20,1,13,4,3,1,0,42.9758033752441,12,1981,18,11,11,11,11,11,11,11,11,11,11,11,11,0,3
"940",2515,386,616,-780,102,17889,3545,-1007,-851,1042,-88,-728,398,1,22,1,13,4,3,1,0,42.9758033752441,12,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
"941",2518,-609,-328,-275,-812,28040,9303,-902,-1087,-551,-1519,-809,-596,2,26,1,15,4,3,0,0,82.7014923095703,12,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"942",2520,-532,-856,-495,-1274,14842,6697,-337,-239,-722,-747,222,-1422,1,26,1,12,4,2,0,0,96.9140625,NA,1981,18,8,8,8,8,8,8,8,8,8,8,8,8,0,3
"943",2521,238,-1086,327,145,19023,9250,-837,-1071,-247,-1003,-592,-131,2,18,1,12,4,2,0,0,25.7854824066162,12,1983,16,10,11,12,13,13,13,13,13,13,13,0,0,0,3
"944",2522,2038,2361,1766,824,33784,12467,523,1009,1446,2251,2756,1114,1,23,1,12,4,2,1,0,65.4384384155273,16,1981,18,11,12,13,14,15,15,16,16,16,0,0,0,0,3
"945",2524,413,70,142,533,15784,3717,-836,885,214,782,-408,298,1,29,1,14,4,2,1,0,67.0491180419922,14,1982,17,10,11,12,13,14,15,16,16,16,16,16,0,0,3
"946",2527,1269,1804,570,791,27140,14359,-768,336,1548,491,174,1117,1,21,1,12,4,1,0,0,46.7999992370605,12,1982,17,11,12,13,14,14,15,15,15,16,16,16,0,0,3
"947",2528,-477,-137,-197,896,24464,12696,-1494,-1567,426,-858,-1067,-354,2,29,1,12,4,1,1,1,74.4623565673828,12,1981,18,11,12,13,14,14,15,15,15,15,15,15,15,0,3
"948",2529,243,313,346,424,17973,6844,-1207,-1006,869,-346,-767,893,2,25,1,12,4,1,0,1,97.6963043212891,12,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"949",2531,83,-173,116,-321,21467,9908,-361,477,979,-76,-401,-226,2,26,1,12,4,2,1,1,71.5,12,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"950",2545,-1021,-960,-1457,-1161,16784,4620,-1114,-1275,-790,-959,-1048,-193,1,29,1,10,4,1,1,0,61.148796081543,12,1981,18,10,11,12,12,12,12,12,12,12,12,12,12,0,3
"951",2549,-1164,-1018,-1346,-670,18959,5363,-1447,-1118,-520,-1032,-1438,-772,2,28,1,12,4,2,1,1,43.2332725524902,8,1983,16,11,12,13,14,15,15,15,15,15,15,0,0,0,3
"952",2550,-568,-551,-462,14,20774,7976,-1510,-1327,-240,-164,-1775,-861,2,28,1,12,4,2,1,1,43.2332725524902,8,1983,16,11,11,11,11,11,11,11,11,11,11,0,0,0,3
"953",2551,-628,-337,-957,-1039,27591,12161,-1252,-1384,685,-1069,-1590,-778,2,21,1,12,4,1,0,1,82.1846008300781,12,1981,18,11,12,13,14,15,16,16,16,16,17,17,17,0,3
"954",2553,-357,-310,-255,-630,19810,5879,-924,-423,474,-1310,-1260,-2323,2,20,1,11,4,1,1,1,49.3481521606445,12,1980,19,11,12,12,12,13,13,13,13,13,13,13,13,13,3
"955",2555,341,-258,150,364,20253,8723,-877,-749,199,-294,-121,-689,2,26,1,12,4,2,0,0,123.535346984863,12,1981,18,11,12,13,14,15,16,16,17,18,19,19,19,0,3
"956",2556,121,290,-207,673,20250,5809,-951,-842,986,-176,-349,519,2,30,1,11,2,1,1,0,55.8703079223633,8,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"957",2558,733,1166,919,550,24735,4887,-265,417,1302,1218,259,0,1,34,1,16,4,1,1,0,107.511932373047,18,1981,18,11,12,13,14,15,16,16,17,17,17,17,17,0,3
"958",2559,-60,-1247,-737,-374,12507,3788,-859,-506,-730,-1457,-1389,-1544,2,17,1,10,4,2,0,0,71.9661254882812,11,1983,16,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"959",2560,1014,-70,1072,146,18705,11536,286,-282,66,45,382,-116,1,33,1,12,4,2,1,0,61.5361671447754,16,1980,19,11,12,13,13,13,13,13,13,13,13,13,13,13,3
"960",2561,-73,-257,322,330,16097,8269,236,-970,-797,193,54,-689,2,33,1,12,4,2,1,0,84.1064147949219,16,1980,19,11,12,12,12,12,12,0,0,0,0,0,0,0,3
"961",2562,74,467,132,-59,17205,9520,-637,-592,495,396,-720,416,1,24,1,12,4,2,1,0,19.4503040313721,12,1983,16,11,12,12,12,12,12,12,12,12,12,0,0,0,3
"962",2563,-677,-638,-255,-325,12310,5054,-1372,-997,-189,-859,-1010,-697,1,21,1,12,4,4,0,0,99.7690887451172,NA,1983,16,10,11,12,13,14,14,15,16,16,16,0,0,0,3
"963",2567,361,-50,914,1012,19287,9361,-1234,-1188,658,163,-671,683,2,23,1,12,4,1,1,0,85.0566024780273,16,1980,19,11,12,13,14,14,14,15,15,16,17,18,18,18,3
"964",2570,-338,-355,-457,-199,9368,6406,-1006,-604,-162,304,-893,574,2,26,1,12,4,2,1,1,67.5855102539062,12,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"965",2573,415,-371,-501,494,11399,7216,-537,-168,12,642,-349,-515,1,29,1,20,4,2,1,0,126.426971435547,20,1983,16,10,11,12,13,14,15,16,17,18,19,0,0,0,3
"966",2576,1067,-91,397,703,13323,5715,-1355,280,-63,377,-119,496,1,28,1,16,4,4,1,0,48.6257591247559,18,1983,16,11,12,13,14,14,15,16,16,16,16,0,0,0,3
"967",2577,113,85,-313,632,26229,11779,-562,-1061,893,-184,-314,679,2,29,1,13,4,2,1,1,46.666187286377,15,1980,19,10,11,12,12,12,12,13,14,15,15,16,16,16,3
"968",2578,1854,1147,1326,637,23561,9215,-380,133,2169,333,1119,628,1,28,1,12,4,3,0,1,52.3061218261719,11,1980,19,11,12,13,13,13,13,13,13,13,13,13,13,13,3
"969",2581,329,805,55,551,19612,7615,-1067,-667,798,69,-727,897,1,24,1,16,4,3,1,1,37.4402275085449,16,1983,16,10,11,12,13,14,15,16,17,17,18,0,0,0,3
"970",2582,-535,-15,-892,-124,16630,4792,-1264,-1044,-327,-490,-1149,428,2,31,1,12,4,1,1,1,7.5,12,1982,17,11,12,13,13,13,13,13,13,13,13,13,0,0,3
"971",2584,-317,182,-1046,-752,13728,8653,-1510,-784,-1013,-452,-1034,377,1,30,1,12,4,2,1,1,54.7657203674316,16,1983,16,10,11,12,13,13,14,14,14,14,14,0,0,0,3
"972",2587,-907,77,-1157,100,16853,5078,-1688,-1149,-75,-850,-1475,-1682,2,24,1,12,4,3,1,1,39.9076347351074,12,1983,16,10,11,11,11,11,11,11,11,11,11,0,0,0,3
"973",2590,-1018,-1018,-901,-639,19076,7423,-1608,-817,-852,-1860,-422,-874,2,21,1,12,4,2,0,1,10.3242473602295,NA,1981,18,9,9,9,9,9,9,9,9,10,10,10,10,0,3
"974",2591,650,-12,-6,530,25020,4750,70,-449,819,-227,-277,-638,1,26,1,13,4,3,1,0,43.4478302001953,16,1981,18,10,11,12,13,14,15,16,17,17,17,17,17,0,3
"975",2592,850,-18,775,826,28566,5263,-429,-857,1069,134,-159,1098,2,31,1,18,4,1,1,0,180.90950012207,19,1981,18,11,12,13,14,15,16,16,16,16,17,17,17,0,3
"976",2595,437,1008,110,99,19989,4512,-1138,-299,731,3,-28,1887,1,30,1,12,4,2,0,1,20.7047672271729,12,1980,19,11,11,11,11,11,11,11,11,11,11,11,11,11,3
"977",2596,635,965,630,538,12828,5351,-724,-196,624,519,689,215,1,26,1,17,4,4,1,1,56.1067008972168,10,1980,19,10,11,12,13,14,15,16,17,17,17,17,17,17,3
"978",2598,333,-117,459,508,20659,11138,-628,35,687,578,-254,507,1,32,1,14,4,1,0,1,67.1949615478516,14,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"979",2599,278,-743,-474,115,20446,7113,-496,-621,290,-34,-1032,-60,2,23,1,14,4,2,1,0,79.0419464111328,14,1981,18,11,12,13,13,13,14,14,14,14,14,14,14,0,3
"980",2600,-386,-342,-861,-23,20987,6721,-858,-378,139,-30,-699,-50,2,24,1,14,4,2,1,0,51.504451751709,14,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"981",2602,-222,-2780,-1193,-1839,7368,-564,-1793,-1753,-2768,-1570,-1509,-1388,1,33,1,12,1,2,1,0,100,12,1982,17,11,12,12,12,12,12,12,12,12,12,12,0,0,3
"982",2607,-123,850,10,135,21388,5779,-961,-1362,1511,-675,-933,-223,2,25,1,12,4,3,1,0,77.5326461791992,12,1981,18,11,12,13,14,15,16,17,17,17,17,17,17,0,3
"983",2613,-290,549,-80,217,22667,9557,586,924,1038,1170,-117,-782,1,34,1,12,4,1,1,0,63.1632614135742,12,1981,18,11,12,12,12,12,12,12,12,0,0,0,0,0,3
"984",2616,1556,1768,1390,1756,29399,11969,-372,511,2190,337,1723,1938,1,29,1,16,4,1,1,1,145.5029296875,20,1981,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"985",2618,919,750,1581,1251,17276,9072,-492,-122,875,304,11,1286,1,34,1,16,4,3,1,1,59.0032234191895,18,1983,16,10,11,12,13,14,15,16,16,16,16,0,0,0,3
"986",2620,-405,-393,180,200,20497,8602,-564,-774,784,150,-10,385,2,33,1,16,4,1,1,1,80.6339492797852,12,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"987",2621,-7,-68,-185,55,18476,8292,-1687,-1247,126,-804,-854,676,2,31,1,18,4,1,1,1,112.082374572754,16,1983,16,11,12,12,13,13,14,15,16,16,17,0,0,0,3
"988",2622,166,-75,-1,193,16635,2323,-607,370,196,141,-121,-629,1,22,1,13,4,2,1,1,123.276908874512,12,1981,18,11,12,12,12,12,12,12,12,12,12,12,12,0,3
"989",2625,-356,-81,-346,1021,23259,11572,-662,-419,886,-719,-984,-76,2,19,1,12,4,4,0,0,48.8556861877441,12,1980,19,11,12,13,14,15,16,17,17,17,17,17,17,17,3
"990",2626,154,32,96,742,31813,13674,-197,-586,805,-42,-720,-615,2,20,1,12,4,4,0,0,44.4520492553711,12,1981,18,11,12,13,14,15,16,17,17,17,17,17,17,0,3
"991",2628,263,410,-1120,-425,19392,7637,-730,-1267,-79,-642,-831,-451,1,27,1,13,4,2,1,0,264.413818359375,15,1982,17,10,11,12,13,14,15,16,17,17,17,17,0,0,3
"992",2629,-566,-498,-515,-729,10046,2370,-622,-166,-756,-230,-366,-2027,1,25,1,12,4,5,0,0,8.5822868347168,12,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"993",2630,-473,-705,-1291,-1075,9331,3820,-242,378,-1404,-15,-1195,-1027,1,25,1,12,4,5,0,0,8.5822868347168,12,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"994",2634,165,112,-249,696,16146,3318,-736,-776,959,-6,-485,61,2,35,1,18,4,2,1,NA,75.3095703125,16,1980,19,10,11,12,13,14,15,15,15,15,15,15,0,0,3
"995",2639,786,1116,167,299,26540,8505,-903,-874,1912,-517,-564,984,2,27,1,16,4,2,1,0,74.6941223144531,16,1980,19,11,12,13,14,15,16,17,18,18,18,18,18,18,3
"996",2641,-1280,-1316,-1530,-981,5754,-2595,-795,-876,-2084,-1649,-1491,-2187,1,24,1,9,4,1,0,1,1.55065286159515,NA,1981,18,8,8,8,8,8,8,8,8,8,8,8,8,0,3
"997",2642,116,180,-419,-1,15204,7634,-875,-174,-23,-130,-980,958,2,19,1,10,4,2,0,1,11.9980373382568,NA,1982,17,10,11,12,12,12,12,12,12,12,12,12,0,0,3
"998",2648,-423,-1452,-663,-1213,9508,5330,-748,-1548,-1720,-1388,-1553,-230,1,18,1,12,4,2,0,1,71.1232833862305,12,1982,17,9,9,9,9,9,9,9,0,0,0,0,0,0,3
"999",2651,-495,-1140,-1319,12,12103,4274,-898,-332,-661,-312,-1735,-889,1,25,1,10,4,1,0,1,22.26637840271,11,1983,16,9,9,9,9,9,9,9,9,9,9,0,0,0,3
"1000",2652,369,613,-505,-596,21478,5388,-1378,-1283,436,465,-146,783,1,24,1,12,4,2,1,1,31.1204853057861,16,1983,16,10,10,10,10,10,10,10,10,10,10,0,0,0,3
"1001",2654,-1118,-215,-1524,-440,16941,4961,-1645,-1134,-154,-645,-933,201,2,23,1,12,4,3,1,1,47.5244140625,12,1983,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"1002",2656,-659,-95,-955,-2,-635,3784,-1044,-845,-606,-1657,-31,-1912,2,18,1,15,4,3,0,1,25.2414207458496,11,1981,18,8,8,8,8,8,8,8,8,8,8,8,8,0,3
"1003",2657,-968,-500,-1094,-426,9302,5084,-1296,-1157,-1115,-500,-1652,-454,2,19,1,15,4,3,0,1,14.6330032348633,11,1982,17,8,8,8,8,8,8,8,8,8,8,8,0,0,3
"1004",2659,778,459,443,968,24303,10589,-286,-1385,996,257,-456,235,2,30,1,16,4,1,1,0,120.950927734375,16,1981,18,11,12,13,14,15,16,16,17,18,18,18,18,0,3
"1005",2660,505,-420,314,-234,16304,6424,-1240,-994,-168,-788,641,-1881,1,27,1,12,4,4,0,0,174.620880126953,14,1980,19,11,12,12,13,13,13,13,13,13,13,13,13,13,3
"1006",2661,604,107,-303,-127,18089,3526,-1112,-1151,578,156,-228,-543,1,25,1,12,4,4,0,0,264.413818359375,12,1982,17,10,11,12,13,13,13,13,13,14,15,16,0,0,3
"1007",2662,1114,151,-7,721,21228,6070,-1109,-408,515,190,-141,793,1,29,1,17,4,2,1,0,171.199996948242,17,1982,17,11,12,13,14,15,16,16,16,16,16,16,0,0,3
"1008",2663,-349,25,-615,20,23070,10185,-1360,-1264,1168,-310,-172,-422,2,26,1,14,4,2,1,0,78.8497619628906,16,1981,18,10,11,12,13,14,15,16,16,16,16,16,16,0,3
"1009",2664,-212,-35,-1005,119,27647,10016,-899,-1295,989,-285,-129,-393,2,28,1,16,4,2,1,0,69.1591186523438,13,1981,18,11,12,13,14,14,15,15,15,15,15,15,15,0,3
"1010",2668,1231,626,417,65,25183,6284,-74,647,709,1116,1722,708,1,32,1,12,4,3,1,0,56.9017524719238,16,1980,19,11,12,12,12,12,12,12,12,13,13,13,13,13,3
"1011",2669,-688,163,-264,497,19300,10132,-1443,-1497,1011,-24,-1406,1232,2,29,1,17,4,2,1,0,97.1742477416992,17,1981,18,11,12,13,14,15,16,17,17,17,17,17,17,0,3
"1012",2670,759,1124,212,1213,17342,5524,-592,-862,1638,425,-431,979,2,26,1,12,4,3,1,0,55.8223724365234,14,1983,16,11,12,13,14,15,16,16,16,16,16,0,0,0,3
"1013",2671,314,-23,-237,-5,17791,10647,-787,-635,-25,-575,-1269,-661,2,30,1,12,4,4,1,0,67.9989166259766,12,1980,19,11,12,12,12,12,12,12,12,12,12,12,12,12,3
"1014",2672,1006,1030,86,655,21129,8499,-789,-495,1202,362,-286,607,2,23,1,13,4,2,1,0,103.666519165039,14,1980,19,10,11,12,13,14,15,16,16,16,16,16,16,16,3
"1015",2673,391,208,396,-566,12813,3997,-751,-197,-241,32,304,-380,1,26,1,13,4,2,1,0,103.666519165039,14,1983,16,10,11,12,13,14,15,16,17,18,18,0,0,0,3
"1016",2674,591,-143,-171,280,26538,8301,-1114,-800,1100,-701,-1033,270,2,23,1,14,4,2,1,0,60,13,1982,17,11,12,12,13,14,14,14,14,14,14,15,0,0,3
"1017",2677,-48,36,-492,0,28126,5834,-1372,-873,228,-573,-354,94,1,23,1,13,4,2,1,0,108,14,1982,17,11,12,12,13,13,13,13,13,13,13,13,0,0,3
"1018",2679,-329,-33,-460,425,20623,5008,-755,-863,403,-190,-409,-36,2,26,1,12,4,1,0,1,75.794548034668,12,1980,19,11,12,13,14,15,15,16,16,16,16,0,0,0,3
"1019",2680,543,1447,1446,1253,23132,11389,-1157,760,1484,686,630,762,2,29,1,12,4,1,1,1,61.6126098632812,14,1981,18,10,10,10,10,10,10,10,10,10,10,10,10,0,3
"1020",2681,1225,1130,1947,1396,25458,5382,-313,-471,1851,67,-122,973,2,21,1,16,4,1,1,1,25.8442153930664,16,1981,18,11,12,13,14,15,16,16,16,16,16,16,16,0,3
"1021",2682,-56,152,462,273,19271,5202,-795,-854,-25,-143,-867,-868,1,27,1,16,1,3,0,1,29.1754550933838,12,1983,16,11,12,13,14,14,14,14,14,14,14,0,0,0,3
"1022",2683,-154,-1843,-561,-799,14293,2634,-1325,-777,-832,-2121,-1623,-1965,1,27,1,16,1,3,0,1,32.1835784912109,12,1983,16,10,11,12,12,12,12,12,12,12,12,0,0,0,3
